,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,MiscVal,MoSold,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
1104,1105,160,24.0,2016,5,5,304.0,TA,0,0,630,630,630,0,1302,3,1,6,0,1970.0,440,0,0,4,106000,11.571194373094205,1932,37,0,2.5,0,1,0,0,0,0,0,1,0,0
1105,1106,60,98.0,12256,8,5,362.0,Gd,1032,0,431,1463,1500,0,2622,3,1,9,2,1994.0,712,186,0,4,325000,12.691580461311874,4085,15,32,3.5,0,1,1,1,0,1,0,2,0,2
1106,1107,20,114.0,10357,7,5,0.0,Gd,738,0,172,910,1442,0,1442,3,1,6,1,1990.0,719,0,0,5,179900,12.100156419938624,2352,16,244,3.0,0,0,1,0,0,1,0,2,0,1
1107,1108,60,168.0,23257,7,5,0.0,Gd,0,0,868,868,887,0,2021,3,1,9,1,2006.0,422,0,0,9,274725,12.523525876315125,2889,0,100,2.5,0,1,1,0,0,1,0,2,0,1
1108,1109,60,70.04995836802665,8063,6,5,0.0,TA,0,0,924,924,948,0,1690,3,1,7,1,2000.0,463,100,0,11,181000,12.106252310247962,2614,7,48,2.5,0,1,1,1,0,0,0,2,0,1
1109,1110,20,107.0,11362,8,5,42.0,Gd,1039,0,797,1836,1836,0,1836,3,1,7,1,2004.0,862,125,0,3,280000,12.542544882151386,3672,4,185,3.0,3,0,1,1,0,1,0,2,1,2
1110,1111,60,70.04995836802665,8000,6,5,0.0,TA,219,0,554,773,773,0,1658,3,1,8,1,1995.0,431,224,0,6,188000,12.144197241812087,2431,12,84,3.5,0,1,1,1,0,0,0,2,0,1
1111,1112,60,80.0,10480,7,6,660.0,TA,403,0,400,803,1098,0,1964,4,1,8,1,1976.0,483,0,0,9,205000,12.230765258120545,2767,32,69,2.5,0,1,1,0,0,0,0,1,0,1
1112,1113,20,73.0,7100,5,7,0.0,TA,708,0,108,816,816,0,816,2,1,5,0,1957.0,308,0,0,7,129900,11.77452020265869,1632,49,0,2.0,0,0,0,0,0,1,0,1,0,1
1113,1114,20,66.0,8923,5,7,0.0,TA,643,0,365,1008,1008,0,1008,2,1,6,0,1953.0,240,0,0,5,134500,11.809319478024031,2016,1,18,2.0,0,0,1,0,0,0,0,1,0,1
1114,1115,20,90.0,5400,5,7,0.0,TA,415,0,418,833,833,0,833,2,1,4,0,1955.0,326,0,0,8,117000,11.669929213779893,1666,6,0,1.0,0,0,0,0,0,0,0,1,0,1
1115,1116,20,93.0,12085,8,5,328.0,Gd,1004,0,730,1734,1734,0,1734,3,1,7,1,2007.0,928,0,0,11,318000,12.669806661762314,3468,0,0,3.0,3,0,0,0,0,0,0,2,1,2
1116,1117,80,70.04995836802665,7750,8,5,0.0,Gd,353,0,55,408,779,0,1419,3,1,7,1,2002.0,527,120,0,3,184100,12.123234367221169,1827,7,0,3.5,0,1,0,1,0,0,0,2,0,1
1117,1118,20,57.0,9764,5,7,0.0,TA,702,0,192,894,894,0,894,3,1,5,0,1967.0,450,0,0,5,130000,11.77528972943772,1788,5,0,2.0,0,0,0,0,0,1,0,1,0,1
1118,1119,80,85.0,13825,5,6,0.0,TA,0,0,533,533,1021,0,1601,3,1,6,0,1958.0,300,280,0,12,140000,11.84939770159144,2134,21,34,1.5,0,1,1,1,0,0,0,1,0,1
1119,1120,20,70.0,7560,5,5,0.0,TA,369,0,671,1040,1040,0,1040,3,1,6,0,1959.0,286,140,0,7,133700,11.803353763090035,2080,47,252,1.0,0,0,1,1,0,0,0,1,0,1
1120,1121,30,59.0,8263,6,5,0.0,TA,0,0,1012,1012,1012,0,1012,2,1,6,1,1920.0,308,0,0,5,118400,11.681824001432043,2024,57,134,1.0,0,0,1,0,0,0,1,0,0,0
1121,1122,20,84.0,10084,7,5,196.0,Gd,24,0,1528,1552,1552,0,1552,3,1,7,0,2005.0,782,144,0,7,212900,12.26857785088157,3104,0,20,2.0,3,0,1,1,0,0,0,2,0,1
1122,1123,20,70.04995836802665,8926,4,3,0.0,TA,0,0,672,672,960,0,960,3,1,5,0,1956.0,288,64,0,10,112000,11.626254150277232,1632,53,160,1.0,0,0,1,1,0,1,0,1,0,1
1123,1124,20,50.0,9405,5,9,0.0,TA,0,0,698,698,698,0,698,2,1,4,0,,0,0,0,6,118000,11.678439903447801,1396,1,200,1.5,0,0,1,0,0,0,0,1,0,1
1124,1125,80,70.04995836802665,9125,7,5,170.0,TA,0,0,384,384,812,0,1482,3,1,7,1,1992.0,392,100,0,7,163900,12.00701176473192,1866,15,25,2.5,0,1,1,1,0,1,0,2,0,1
1125,1126,20,60.0,10434,4,5,0.0,TA,0,0,1005,1005,1005,0,1005,2,1,5,1,1977.0,672,0,0,11,115000,11.652687407345388,2010,54,0,1.0,0,0,0,0,0,0,0,1,0,1
1126,1127,120,53.0,3684,7,5,130.0,Gd,0,0,1373,1373,1555,0,1555,2,1,7,1,2007.0,660,143,0,6,174000,12.066810578196666,2928,2,20,2.0,3,0,1,1,0,0,0,2,0,1
1127,1128,20,182.0,14572,7,5,0.0,Gd,1300,0,230,1530,1530,0,1530,3,1,7,1,2004.0,630,144,0,11,259000,12.464583340681674,3060,3,36,3.0,3,0,1,1,0,1,0,2,0,1
1128,1129,60,59.0,11796,7,5,0.0,Gd,0,0,847,847,847,0,1959,4,1,8,1,2004.0,434,100,0,7,215000,12.2783933071098,2806,2,48,2.5,0,1,1,1,0,1,0,2,0,1
1129,1130,90,60.0,7200,5,5,180.0,TA,936,0,0,936,936,0,936,2,1,4,0,1980.0,672,49,0,8,140000,11.84939770159144,1872,27,0,2.0,0,0,0,1,0,0,0,1,0,1
1130,1131,50,65.0,7804,4,3,0.0,TA,622,0,500,1122,1328,0,1981,4,1,7,2,1981.0,576,431,0,12,135000,11.813030057420567,3103,59,44,3.0,0,1,1,1,0,0,0,0,0,1
1131,1132,20,63.0,10712,5,5,0.0,TA,212,0,762,974,974,0,974,3,1,5,0,,0,0,0,9,93500,11.44571671527678,1948,15,28,1.0,0,0,1,0,0,0,0,2,0,1
1132,1133,70,90.0,9900,6,4,0.0,TA,0,0,1008,1008,1178,0,2210,5,1,8,0,1930.0,205,0,0,5,117500,11.67419361256635,3218,57,48,2.0,0,1,1,0,0,0,0,0,0,1
1133,1134,60,80.0,9828,8,5,0.0,Gd,584,0,544,1128,1142,0,2020,3,1,8,1,1995.0,466,0,0,6,239500,12.386308695833106,3148,14,155,2.5,0,1,1,0,0,1,0,2,0,1
1134,1135,60,57.0,8773,6,5,0.0,TA,0,0,916,916,916,0,1600,3,1,7,1,1997.0,460,100,0,8,169000,12.037653993905211,2516,10,38,2.5,0,1,1,1,0,1,0,2,0,1
1135,1136,30,60.0,6180,6,5,0.0,TA,0,0,960,960,986,0,986,2,1,5,1,1926.0,180,0,0,5,102000,11.532728092266408,1946,57,128,1.0,0,0,1,0,0,0,0,0,0,1
1136,1137,50,80.0,9600,6,5,0.0,TA,280,0,752,1032,1032,0,1252,3,1,6,0,1950.0,288,0,0,4,119000,11.686878772093667,2284,58,96,1.0,0,1,1,0,0,0,0,1,0,1
1137,1138,50,54.0,6342,5,8,0.0,TA,0,0,780,780,780,0,1020,2,1,6,0,,0,0,0,5,94000,11.451050061252142,1800,14,176,1.0,0,1,1,0,0,0,0,1,0,1
1138,1139,20,70.04995836802665,9819,6,5,0.0,TA,1567,0,0,1567,1567,0,1567,2,1,5,2,1977.0,714,264,0,5,196000,12.185869938212655,3134,32,32,3.0,0,0,1,1,0,1,1,2,0,1
1139,1140,30,98.0,8731,5,5,0.0,TA,645,0,270,915,1167,0,1167,3,1,6,1,1972.0,495,0,0,5,144000,11.877568578558138,2082,57,342,1.0,0,0,1,0,0,1,0,0,0,1
1140,1141,20,60.0,7350,5,7,0.0,TA,852,0,100,952,952,0,952,2,1,4,0,1988.0,840,0,0,6,139000,11.842229212112828,1904,57,0,2.0,0,0,0,0,0,0,0,1,0,1
1141,1142,60,70.04995836802665,10304,5,7,44.0,TA,381,0,399,780,1088,0,1868,4,1,9,1,1976.0,484,448,0,10,197500,12.193493863323313,2648,33,96,3.5,0,1,1,1,0,1,0,1,0,1
1142,1143,60,77.0,9965,8,5,340.0,Gd,1150,0,316,1466,1466,0,2828,4,1,11,1,2006.0,1052,125,0,4,424870,12.959538518762063,4294,0,144,4.0,3,1,1,1,0,0,0,2,1,1
1143,1144,20,70.04995836802665,9000,5,3,0.0,TA,288,0,718,1006,1006,0,1006,3,1,5,0,,0,0,0,7,80000,11.289781913656018,2012,49,24,1.0,0,0,1,0,0,0,0,1,0,1
1144,1145,190,60.0,12180,4,4,0.0,TA,348,0,324,672,672,0,924,2,1,5,0,1941.0,280,0,0,7,80000,11.289781913656018,1596,60,0,2.0,0,1,0,0,0,0,0,0,0,1
1145,1146,50,52.0,6240,5,6,0.0,TA,0,0,1042,1042,1042,0,1576,3,1,8,1,1928.0,225,0,0,8,149000,11.911701584927597,2618,56,0,1.0,0,1,0,0,0,0,0,0,0,1
1146,1147,20,70.04995836802665,11200,6,5,85.0,Gd,1258,0,40,1298,1298,0,1298,3,1,5,1,1985.0,403,165,0,5,180000,12.100712129872347,2596,21,26,3.0,0,0,1,1,0,0,0,1,0,1
1147,1148,70,75.0,12000,7,7,0.0,TA,275,0,429,704,860,0,1564,3,1,7,1,1941.0,234,0,0,7,174500,12.069680020624618,2268,59,0,1.5,0,1,0,0,0,0,0,1,0,1
1148,1149,50,70.04995836802665,5700,7,7,0.0,TA,0,0,572,572,572,0,1111,2,1,5,1,1982.0,288,0,0,8,116900,11.66907414746016,1683,58,176,1.0,0,1,1,0,0,0,0,2,0,1
1149,1150,70,50.0,9000,7,9,0.0,TA,624,0,26,650,832,0,1482,3,1,7,0,1930.0,324,0,0,7,143000,11.870599909242044,2132,21,0,1.5,0,1,0,0,0,0,0,2,0,1
1150,1151,20,57.0,8280,6,5,0.0,TA,0,0,932,932,932,0,932,2,1,4,1,1950.0,306,0,0,11,124000,11.728036844587175,1864,57,214,1.0,0,0,1,0,0,1,0,1,0,1
1151,1152,20,134.0,17755,5,4,132.0,TA,176,0,1290,1466,1466,0,1466,3,1,6,2,1959.0,528,0,0,11,149900,11.917723684090689,2932,47,240,1.5,0,0,1,0,0,0,0,1,0,1
1152,1153,20,90.0,14115,6,7,0.0,TA,296,547,230,1073,1811,0,1811,2,1,6,1,1956.0,470,0,0,7,230000,12.345834587905333,2884,2,280,1.0,0,0,1,0,0,1,0,2,0,1
1153,1154,30,70.04995836802665,5890,6,8,0.0,Gd,538,0,278,816,816,0,816,2,1,5,0,2002.0,432,0,0,6,120500,11.699405031912846,1632,1,96,1.0,0,0,1,0,0,0,0,0,0,0
1154,1155,60,70.04995836802665,13700,7,6,288.0,TA,454,0,410,864,902,0,1820,4,1,8,2,1965.0,492,60,0,5,201800,12.215032386901646,2684,20,357,2.0,0,1,1,1,0,1,0,1,1,1
1155,1156,20,90.0,10768,5,8,0.0,Gd,1157,0,280,1437,1437,0,1437,3,1,6,1,1976.0,528,0,0,7,218000,12.292250341771226,2874,3,201,3.0,0,0,1,0,0,1,0,1,0,1
1156,1157,80,85.0,9350,5,8,0.0,TA,633,0,586,1219,1265,0,1265,3,1,6,1,1965.0,502,0,0,10,179900,12.100156419938624,2484,9,188,2.5,0,0,1,0,0,0,0,2,0,1
1157,1158,120,34.0,5001,7,5,166.0,Gd,904,0,410,1314,1314,0,1314,2,1,6,1,2008.0,626,172,0,7,230000,12.345834587905333,2628,1,62,3.0,0,0,1,1,0,1,0,2,1,2
1158,1159,20,92.0,11932,8,5,186.0,Gd,0,0,1580,1580,1580,0,1580,3,1,7,0,2008.0,830,0,0,6,235128,12.367885325692589,3160,0,24,2.0,3,0,1,0,0,0,0,2,1,1
1159,1160,60,76.0,9120,6,6,270.0,Gd,442,0,459,901,943,0,1876,4,1,8,1,1974.0,540,0,0,7,185000,12.128111104060462,2777,34,69,2.5,0,1,1,0,0,0,0,1,0,1
1160,1161,160,24.0,2280,6,5,0.0,TA,311,0,544,855,855,0,1456,3,1,7,1,1978.0,440,26,0,7,146000,11.891361900690473,2311,32,0,2.5,0,1,0,1,0,0,0,1,0,1
1161,1162,20,70.04995836802665,14778,6,7,72.0,Gd,728,0,568,1296,1640,0,1640,3,1,7,1,1993.0,924,108,0,11,224000,12.319401330837177,2936,2,216,2.0,0,0,1,1,0,1,0,1,0,1
1162,1163,20,109.0,8724,5,5,0.0,TA,492,0,402,894,894,0,894,3,1,5,1,1968.0,450,0,0,5,129000,11.76756768334381,1788,39,0,1.0,0,0,0,0,0,0,0,1,0,1
1163,1164,90,60.0,12900,4,4,0.0,TA,1198,0,0,1198,1258,0,1258,0,2,6,0,1969.0,400,120,0,1,108959,11.598726943661342,2456,39,0,3.0,0,0,0,1,0,0,0,1,0,1
1164,1165,80,70.04995836802665,16157,5,7,0.0,TA,680,391,289,1360,1432,0,1432,2,1,5,1,1978.0,588,168,0,6,194000,12.175613438045465,2792,29,180,2.5,0,0,1,1,0,1,0,2,0,1
1165,1166,20,79.0,9541,7,5,268.0,Gd,0,0,1502,1502,1502,0,1502,3,1,7,0,2009.0,644,0,0,9,233170,12.359523080243038,3004,0,114,2.0,0,0,1,0,0,1,0,2,1,2
1166,1167,20,64.0,10475,8,5,72.0,Gd,0,0,1694,1694,1694,0,1694,3,1,7,0,2008.0,776,160,0,2,245350,12.41044104151805,3388,2,33,2.0,3,0,1,1,0,1,0,2,1,1
1167,1168,60,58.0,10852,6,5,0.0,TA,786,0,173,959,959,0,1671,3,1,7,1,2000.0,472,0,0,2,173000,12.061046873479915,2630,6,38,3.5,0,1,1,0,0,1,0,2,0,1
1168,1169,70,120.0,13728,6,7,0.0,TA,626,0,501,1127,1236,0,2108,4,1,7,2,1935.0,540,0,0,7,235000,12.367340793126296,3235,22,90,2.0,0,1,1,0,0,0,0,1,0,1
1170,1171,80,76.0,9880,6,6,0.0,TA,522,0,574,1096,1118,0,1118,3,1,6,1,1977.0,358,203,0,7,171000,12.049418835484797,2214,31,0,2.0,0,0,0,1,1,0,0,1,0,1
1171,1172,20,76.0,9120,6,6,0.0,TA,662,0,599,1261,1261,0,1261,3,1,6,1,1958.0,433,0,1400,11,163000,12.0015054797889,2522,50,288,2.0,0,0,1,0,0,0,0,1,0,1
1172,1173,160,35.0,4017,7,5,0.0,Gd,0,0,625,625,625,0,1250,2,1,5,0,2006.0,625,0,0,3,171900,12.05466819137094,1875,1,54,2.5,0,1,1,0,0,1,0,2,0,1
1173,1174,50,138.0,18030,5,6,0.0,TA,152,469,977,1598,1636,479,3086,3,1,12,1,,0,122,0,3,200500,12.20856952572876,4684,13,0,3.0,0,1,0,1,0,1,0,1,0,1
1174,1175,70,80.0,16560,6,8,0.0,TA,503,0,449,952,1170,0,2345,4,1,9,1,1932.0,360,0,0,7,239000,12.384218830913648,3297,56,0,2.5,0,1,0,0,0,1,0,0,0,1
1175,1176,50,85.0,10678,8,5,337.0,Gd,700,0,983,1683,2129,0,2872,4,1,9,1,1992.0,541,0,0,4,285000,12.560244459250788,4555,7,33,2.5,0,1,1,0,0,0,0,2,0,2
1176,1177,20,37.0,6951,5,5,0.0,TA,658,0,218,876,923,0,923,3,1,5,0,1984.0,264,362,0,10,119500,11.691071650353702,1799,23,0,2.0,0,0,0,1,0,1,0,1,0,1
1177,1178,50,70.04995836802665,3950,6,8,0.0,TA,468,0,350,818,818,0,1224,3,1,5,0,1926.0,210,0,0,12,115000,11.652687407345388,2042,5,116,1.0,0,1,1,0,0,0,0,1,0,1
1178,1179,50,54.0,7681,5,6,0.0,TA,0,0,731,731,820,0,1343,3,1,7,1,1921.0,186,192,0,7,154900,11.95053502640496,2074,59,102,1.5,0,1,1,1,0,1,0,0,0,1
1179,1180,20,77.0,8335,5,5,0.0,TA,0,0,0,0,1124,0,1124,3,1,5,1,,0,0,0,4,93000,11.440354772135393,1124,52,226,1.0,0,0,1,0,0,0,0,0,0,1
1180,1181,60,70.04995836802665,11170,7,5,0.0,TA,1216,0,0,1216,1298,0,2514,4,1,8,0,1990.0,693,0,0,4,250000,12.429216196844383,3730,15,0,2.5,0,1,0,0,0,1,0,0,0,1
1181,1182,120,64.0,5587,8,5,186.0,Ex,1480,0,120,1600,1652,0,1652,2,1,5,1,2008.0,482,162,0,11,392500,12.8802918162046,3252,0,206,3.5,0,0,1,1,0,1,1,2,1,1
1182,1183,60,160.0,15623,10,5,0.0,Gd,2096,0,300,2396,2411,0,4476,4,1,10,2,1996.0,813,171,0,7,745000,13.521139497361697,6872,11,78,4.5,3,1,1,1,1,1,0,2,0,2
1183,1184,30,60.0,10800,5,6,0.0,TA,821,0,299,1120,1130,0,1130,2,1,5,1,1970.0,720,229,0,6,120000,11.695247021764184,2250,56,0,2.0,0,0,0,1,0,0,0,0,0,1
1184,1185,20,50.0,35133,5,4,226.0,TA,1159,0,413,1572,1572,0,1572,3,1,5,2,1963.0,995,0,0,5,186700,12.137258329529814,3144,44,526,2.5,3,0,1,0,0,0,1,1,0,1
1185,1186,50,60.0,9738,5,7,0.0,TA,392,0,392,784,949,0,1221,4,1,7,0,1965.0,392,0,0,3,104900,11.560762794384388,2005,56,236,2.0,0,1,1,0,0,0,0,0,0,1
1186,1187,190,107.0,10615,3,5,0.0,TA,440,0,538,978,1014,0,1699,3,2,7,0,1920.0,420,0,0,8,95000,11.461632170582678,2677,39,74,3.0,0,1,1,0,0,1,1,1,0,1
1187,1188,20,89.0,12461,8,5,0.0,Gd,1456,0,168,1624,1624,0,1624,2,1,5,1,1994.0,757,0,0,7,262000,12.476099782743233,3248,11,306,3.0,3,0,1,0,0,0,0,2,0,2
1188,1189,60,68.0,8935,7,5,95.0,Gd,0,0,831,831,831,0,1660,3,1,7,0,2002.0,493,144,0,7,195000,12.180754837545884,2491,7,68,2.5,0,1,1,1,0,1,0,2,0,1
1189,1190,60,60.0,7500,7,5,0.0,TA,0,0,994,994,1028,0,1804,3,1,7,1,1999.0,442,140,0,6,189000,12.14950229404178,2798,11,60,2.5,0,1,1,1,0,0,0,2,0,1
1190,1191,190,70.04995836802665,32463,4,4,149.0,TA,1159,0,90,1249,1622,0,1622,3,1,7,1,1975.0,1356,439,0,3,168000,12.031719258385396,2871,32,0,2.0,3,0,0,1,0,0,1,1,1,1
1191,1192,160,24.0,2645,8,5,456.0,Gd,0,0,776,776,764,0,1441,2,1,5,0,1999.0,492,206,0,11,174000,12.066810578196666,2217,7,0,2.5,0,1,0,1,0,0,0,2,0,1
1192,1193,50,60.0,9600,5,8,0.0,TA,0,0,702,702,842,0,1472,3,1,6,0,1925.0,250,0,0,7,125000,11.736069016284437,2174,13,84,1.0,0,1,1,0,0,0,0,2,0,1
1193,1194,120,70.04995836802665,4500,6,5,425.0,TA,883,0,341,1224,1224,0,1224,2,1,5,0,1999.0,402,0,0,6,165000,12.013700752882718,2448,10,304,3.0,0,0,1,0,0,0,0,2,0,1
1194,1195,60,80.0,9364,6,7,143.0,TA,371,0,292,663,663,0,1352,4,1,7,0,1969.0,299,379,0,3,158000,11.970350312009105,2015,41,36,1.5,0,1,1,1,0,0,0,1,1,1
1195,1196,60,51.0,8029,6,5,0.0,TA,0,0,728,728,728,0,1456,3,1,8,0,2005.0,400,100,0,7,176000,12.078239274020289,2184,3,24,2.5,0,1,1,1,0,1,0,2,0,1
1196,1197,60,58.0,14054,7,5,0.0,Gd,0,0,879,879,879,0,1863,4,1,9,1,2006.0,660,100,0,11,219210,12.297785453453374,2742,0,17,2.5,3,1,1,1,0,1,0,2,0,1
1197,1198,75,65.0,8850,7,6,0.0,TA,0,0,815,815,815,0,1690,3,1,7,1,1916.0,225,0,0,7,144000,11.877568578558138,2505,56,330,1.0,0,1,1,0,0,1,0,0,0,1
1198,1199,20,70.0,9100,7,5,0.0,Gd,0,0,1212,1212,1212,0,1212,3,1,6,0,2001.0,573,356,0,6,178000,12.089538829274222,2424,8,0,2.0,0,0,0,1,0,0,0,2,0,1
1199,1200,20,75.0,11235,4,5,51.0,TA,547,0,504,1051,1382,0,1382,3,1,6,1,1974.0,459,0,0,10,148000,11.904967552746252,2433,27,82,1.5,0,0,1,0,0,0,0,1,0,1
1200,1201,20,71.0,9353,4,5,0.0,TA,0,0,864,864,864,0,864,3,1,5,0,1972.0,280,0,0,7,116050,11.661776411702583,1728,36,0,1.0,0,0,0,0,0,0,0,1,0,1
1201,1202,60,80.0,10400,7,5,0.0,TA,0,0,866,866,866,0,1779,3,1,6,0,1998.0,546,198,0,3,197900,12.195517131590657,2645,11,36,2.5,0,1,1,1,0,0,0,2,0,1
1202,1203,50,50.0,6000,5,8,0.0,TA,0,0,884,884,884,0,1348,3,1,5,1,1960.0,216,0,0,5,117000,11.669929213779893,2232,12,208,2.0,0,1,1,0,0,0,0,0,0,1
1203,1204,20,75.0,9750,7,5,171.0,Gd,0,0,1630,1630,1630,0,1630,3,1,6,1,2000.0,451,74,0,10,213000,12.269047444691562,3260,8,234,2.0,0,0,1,1,0,0,0,2,0,1
1204,1205,20,78.0,10140,5,6,0.0,TA,788,0,268,1056,1074,0,1074,3,1,6,0,1975.0,495,0,0,7,153500,11.941455846009388,2130,31,88,2.5,0,0,1,0,0,0,0,1,0,1
1205,1206,20,90.0,14684,7,7,234.0,Gd,485,177,1496,2158,2196,0,2196,3,1,7,1,1990.0,701,84,0,6,271900,12.513189630620563,4354,18,70,2.0,3,0,1,1,0,1,0,1,0,1
1206,1207,20,70.04995836802665,8900,4,4,0.0,TA,1056,0,0,1056,1056,0,1056,2,1,5,0,1966.0,384,0,0,11,107000,11.580584113444043,2112,40,42,2.0,0,0,1,0,0,0,0,1,0,1
1207,1208,20,70.0,9135,6,5,120.0,Gd,340,0,1342,1682,1700,0,1700,3,1,7,0,2003.0,544,192,0,5,200000,12.206072645530174,3382,3,23,3.0,0,0,1,1,0,0,0,2,0,1
1208,1209,20,70.0,7763,5,7,0.0,TA,504,108,319,931,1283,0,1283,3,1,6,0,1980.0,506,0,0,10,140000,11.84939770159144,2214,28,0,2.0,0,0,0,0,0,0,0,1,0,1
1209,1210,20,85.0,10182,8,5,420.0,Gd,1220,0,440,1660,1660,0,1660,3,1,8,1,2006.0,500,322,0,5,290000,12.577636201962656,3320,0,50,3.0,0,0,1,1,0,1,0,2,1,1
1210,1211,60,70.0,11218,6,5,0.0,Gd,0,0,1055,1055,1055,0,1845,3,1,8,1,1992.0,462,635,400,5,189000,12.14950229404178,2900,18,104,2.5,0,1,1,1,0,0,0,2,0,1
1211,1212,50,152.0,12134,8,7,0.0,Gd,427,0,132,559,1080,0,1752,4,1,8,0,1988.0,492,325,0,6,164000,12.007621706806335,2311,5,12,2.0,0,1,1,1,0,1,1,0,0,1
1212,1213,30,50.0,9340,4,6,0.0,TA,344,0,328,672,672,0,672,2,1,4,0,1941.0,234,0,0,8,113000,11.635143097694478,1344,59,113,2.0,0,0,1,0,0,0,0,1,0,1
1213,1214,80,70.04995836802665,10246,4,9,0.0,TA,648,0,0,648,960,0,960,0,1,3,0,1965.0,364,88,0,5,145000,11.884489021402711,1608,5,0,1.5,0,0,0,1,0,1,0,1,0,1
1214,1215,85,69.0,10205,5,5,0.0,TA,784,0,141,925,999,0,999,3,1,6,0,1962.0,300,150,0,5,134500,11.809319478024031,1924,44,72,2.0,0,0,1,1,0,1,0,1,0,1
1215,1216,20,99.0,7094,5,5,0.0,TA,180,374,340,894,894,0,894,3,1,5,0,1966.0,384,0,0,5,125000,11.736069016284437,1788,41,0,1.0,0,0,0,0,0,1,0,1,0,1
1216,1217,90,68.0,8930,6,5,0.0,TA,0,0,0,0,1318,0,1902,4,2,8,0,1978.0,539,0,0,4,112000,11.626254150277232,1902,32,0,2.0,0,1,0,0,0,0,0,0,0,1
1217,1218,20,72.0,8640,8,5,72.0,Gd,936,0,364,1300,1314,0,1314,3,1,6,0,2009.0,552,135,0,9,229456,12.343466568968994,2614,0,112,3.0,0,0,1,1,0,0,0,2,1,1
1218,1219,50,52.0,6240,4,5,0.0,TA,0,0,0,0,672,0,912,2,1,3,0,,0,0,0,7,80500,11.296012463406655,912,56,0,1.0,0,1,0,0,0,0,0,0,0,1
1219,1220,160,21.0,1680,6,5,236.0,TA,0,0,672,672,672,0,1218,3,1,7,0,,0,201,0,4,91500,11.424094251263613,1890,35,0,1.5,0,1,0,1,0,0,0,1,0,0
1220,1221,20,66.0,7800,5,5,0.0,TA,312,600,0,912,912,0,912,2,1,5,0,1964.0,288,0,0,11,115000,11.652687407345388,1824,42,0,1.0,0,0,0,0,0,1,0,1,0,1
1221,1222,20,55.0,8250,5,5,0.0,TA,250,492,210,952,1211,0,1211,3,1,5,1,1968.0,322,0,0,8,134000,11.805595078933049,2163,40,63,1.0,0,0,1,0,0,0,0,1,0,1
1222,1223,50,78.0,10496,6,6,320.0,TA,196,0,844,1040,1168,0,1846,3,1,7,1,1949.0,315,0,0,1,143000,11.870599909242044,2886,57,0,2.0,0,1,0,0,0,0,0,1,0,1
1223,1224,20,89.0,10680,5,3,44.0,TA,756,0,1380,2136,2136,0,2136,4,1,7,0,1951.0,528,0,0,10,137900,11.834284063781393,4272,55,30,2.0,0,0,1,0,0,0,0,1,0,1
1224,1225,60,60.0,15384,7,5,0.0,Gd,724,0,64,788,788,0,1490,3,1,8,1,2004.0,388,100,0,2,184000,12.122691036591123,2278,3,75,3.5,0,1,1,1,0,1,0,2,0,1
1225,1226,80,65.0,10482,6,8,63.0,TA,507,0,81,588,1138,0,1138,3,1,6,0,1958.0,264,224,0,6,145000,11.884489021402711,1726,49,0,1.5,0,0,0,1,0,0,0,1,0,1
1226,1227,60,86.0,14598,6,5,74.0,Gd,0,0,894,894,894,0,1933,4,1,9,1,2007.0,668,100,0,1,214000,12.273731294003989,2827,1,18,2.5,3,1,1,1,0,1,0,2,1,1
1227,1228,20,72.0,8872,5,8,300.0,TA,595,0,317,912,912,0,912,2,1,5,0,1992.0,576,0,0,12,147000,11.898187865760873,1824,0,240,2.0,0,0,1,0,0,0,0,1,0,1
1228,1229,120,65.0,8769,9,5,766.0,Ex,1540,0,162,1702,1702,0,1702,1,1,7,1,2008.0,1052,0,0,10,367294,12.813917896253697,3404,0,296,2.5,3,0,1,0,0,0,0,2,0,2
1229,1230,80,70.0,7910,5,5,0.0,TA,666,0,409,1075,1507,0,1507,4,1,7,0,1960.0,404,0,0,8,127000,11.751942365440728,2582,48,0,2.0,0,0,0,0,0,0,0,1,0,1
1230,1231,90,70.04995836802665,18890,5,5,1.0,TA,498,211,652,1361,1361,0,2620,4,2,12,1,1977.0,600,155,8300,8,190000,12.154779351142624,3981,30,169,3.0,0,1,1,1,0,1,0,1,0,1
1231,1232,90,70.0,7728,5,6,120.0,TA,803,0,303,1106,1190,0,1190,3,1,6,0,1962.0,540,0,0,5,132500,11.794337924408413,2296,44,18,2.0,0,0,1,0,0,0,0,1,0,1
1232,1233,90,70.0,9842,4,5,0.0,TA,0,0,0,0,1224,0,1224,2,2,6,0,1962.0,462,0,0,3,101800,11.53076538309856,1224,45,0,2.0,0,0,0,0,0,0,0,0,0,1
1233,1234,20,70.04995836802665,12160,5,5,180.0,TA,1000,0,188,1188,1188,0,1188,3,1,6,0,1959.0,531,0,0,5,142000,11.863582336583399,2376,51,0,2.0,0,0,0,0,0,1,0,1,0,1
