Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log,SalePrice,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir
809,4,4,2,2,2,3,3,8,1,2,2,4,11.57119437,106000,1,2,2,2,1,0,1,0
810,4,4,2,6,3,2,4,8,3,3,4,5,12.10625231,181000,1,1,1,3,1,1,1,1
811,5,4,5,7,2,5,4,8,5,4,4,1,11.88103479,144500,1,1,1,3,0,1,1,1
812,4,4,4,2,2,3,2,8,1,2,4,1,10.93298196,55993,1,2,0,3,1,0,0,0
813,4,4,2,4,2,4,3,8,1,3,4,1,11.9697172,157900,1,1,1,3,0,1,1,1
814,4,4,2,2,2,4,2,8,1,2,4,1,11.66134547,116000,1,1,2,3,1,0,1,1
815,5,4,2,2,2,5,4,8,1,3,4,1,12.32341114,224900,1,1,1,3,1,1,1,1
816,4,4,2,5,2,4,3,8,5,3,4,1,11.8277362,137000,1,1,1,3,1,1,1,1
817,5,4,2,7,2,5,4,8,5,3,4,1,12.5098741,271000,1,1,1,3,1,1,1,1
818,4,4,4,7,2,4,3,8,1,2,4,4,11.9511804,155000,1,1,1,3,1,1,1,1
819,5,4,3,7,2,5,4,8,5,3,4,1,12.31940133,224000,1,1,1,3,2,1,0,1
820,5,4,2,2,2,5,4,8,1,3,4,1,12.11724143,183000,1,1,1,3,1,1,1,1
821,3,4,2,2,2,3,3,6,1,2,4,1,11.44035477,93000,1,1,2,3,1,1,1,0
822,5,4,5,2,2,5,4,8,5,4,4,1,12.32385568,225000,1,1,3,3,1,1,0,1
823,4,4,2,2,2,3,3,8,5,2,4,3,11.84581988,139500,1,1,2,3,1,1,1,1
824,5,5,2,2,2,5,4,8,5,3,4,1,12.35707552,232600,1,1,1,3,2,1,0,1
825,6,4,4,7,2,5,5,8,5,4,4,1,12.86099861,385000,1,1,1,3,2,1,0,1
826,4,4,2,6,2,4,4,8,1,1,1,1,11.60367983,109500,1,1,0,1,1,1,1,1
827,5,4,2,7,2,5,4,8,4,3,4,1,12.14950229,189000,1,1,1,3,1,1,1,1
828,4,5,5,3,6,3,3,6,1,4,4,1,12.1281111,185000,1,1,1,3,1,1,0,1
829,5,4,2,2,2,5,4,8,1,3,4,1,11.90090526,147400,1,1,2,3,1,1,1,1
830,4,4,2,4,2,3,3,8,5,3,4,1,12.01974307,166000,1,2,1,3,1,1,1,1
831,5,4,2,2,2,5,4,8,1,3,4,1,11.92503512,151000,1,1,2,3,1,1,1,1
832,5,4,2,7,2,5,4,8,4,3,4,1,12.37581542,237000,1,1,1,3,1,1,1,1
833,4,4,2,4,5,3,3,8,1,3,4,1,12.02574909,167000,1,1,1,3,1,1,1,1
834,4,4,2,4,2,4,3,8,1,2,4,3,11.84904049,139950,1,1,1,3,1,1,1,1
835,5,4,2,5,2,3,4,6,1,2,4,1,11.75978554,128000,1,1,1,3,1,1,1,1
836,4,4,2,4,2,4,3,6,1,2,4,3,11.94145585,153500,1,1,2,3,0,1,1,1
837,4,4,2,5,2,3,3,8,1,2,4,1,11.51292546,100000,1,1,2,3,1,1,1,1
838,5,4,2,2,2,5,4,8,1,2,4,1,11.87756858,144000,1,1,1,3,1,1,1,1
839,4,4,2,5,2,5,3,8,1,2,4,1,11.77912851,130500,1,1,2,3,1,1,1,1
840,4,4,2,5,2,3,2,8,1,2,4,1,11.8493977,140000,1,1,2,3,1,0,1,0
841,4,4,2,2,2,4,4,8,2,2,4,1,11.96718074,157500,1,1,2,2,1,0,1,1
842,4,4,5,4,6,3,3,8,1,3,5,5,12.07196966,174900,1,1,1,2,1,1,1,1
843,4,4,2,2,2,5,3,8,1,1,1,1,11.85651517,141000,1,1,0,1,1,1,1,0
844,4,4,3,2,2,4,3,8,5,2,4,1,11.94405832,153900,1,1,2,3,1,1,1,1
845,5,4,5,6,2,3,3,6,4,4,4,1,12.04941884,171000,1,1,0,3,1,1,1,1
846,5,4,2,6,2,5,4,8,4,2,4,1,12.26904744,213000,1,1,1,3,1,1,1,1
847,4,4,4,5,2,5,3,8,3,2,4,1,11.80185676,133500,1,1,1,3,1,1,1,1
848,4,4,2,2,2,3,3,8,5,2,4,1,12.3883942,240000,1,1,2,2,1,1,1,1
849,4,4,2,2,2,5,3,8,4,3,4,1,12.1388639,187000,1,1,1,3,1,1,1,1
850,5,4,4,7,2,5,4,8,1,4,4,1,11.78676213,131500,1,1,1,3,1,1,1,1
851,5,4,5,2,2,5,4,8,4,4,4,1,12.27839331,215000,1,1,1,3,1,1,1,1
852,4,4,2,4,2,4,3,8,5,2,4,4,12.00762171,164000,1,1,2,3,1,1,1,1
853,4,4,5,4,2,3,3,8,3,3,4,4,11.97035031,158000,1,1,1,3,1,1,1,1
854,4,4,3,6,4,3,3,8,5,2,4,1,12.04355372,170000,1,1,1,3,1,1,0,1
855,4,4,2,6,2,5,3,8,1,2,4,1,11.75194237,127000,1,1,2,3,1,1,1,1
856,5,5,5,7,3,3,3,8,1,2,3,4,11.89818787,147000,1,1,2,3,1,1,1,1
857,5,4,2,2,2,4,3,8,4,4,4,1,12.06681058,174000,1,1,1,3,1,1,1,1
858,5,4,2,2,2,3,3,8,4,3,4,4,11.9316358,152000,1,1,1,3,1,1,0,1
859,4,4,3,5,2,3,4,8,5,2,4,1,12.4292162,250000,1,1,1,3,1,1,1,1
860,4,4,2,2,2,4,4,8,5,2,4,5,12.15451616,189950,1,1,2,3,1,1,1,1
861,4,4,3,5,2,5,3,8,1,2,4,1,11.78676213,131500,1,1,1,3,1,1,1,1
862,5,4,2,7,2,3,3,8,1,2,4,5,11.9316358,152000,1,1,1,3,1,1,1,1
863,4,4,2,5,2,3,3,8,1,2,4,5,11.79433792,132500,1,1,1,3,1,1,1,1
864,6,4,2,2,2,5,4,8,1,4,4,1,12.43153351,250580,1,1,1,3,2,1,0,1
865,4,4,2,5,2,3,3,8,1,2,4,4,11.90834024,148500,1,1,2,3,1,1,1,1
866,5,4,4,2,2,5,4,8,5,3,4,1,12.42480649,248900,1,1,1,3,2,1,0,1
867,4,4,2,6,2,3,2,8,1,3,4,1,11.76756768,129000,1,1,1,3,1,1,1,1
868,1,1,1,1,1,4,3,8,4,2,4,1,12.03765399,169000,1,1,1,3,1,0,1,1
869,5,4,2,7,2,5,4,8,4,4,4,5,12.37158708,236000,1,1,1,3,1,1,1,1
870,4,4,2,2,2,4,3,8,1,2,4,1,11.60367983,109500,1,1,2,3,1,1,1,0
871,5,4,2,7,2,5,4,8,1,3,4,1,12.20856953,200500,1,1,1,3,1,1,1,1
872,4,4,4,2,2,4,4,8,1,2,4,3,11.66134547,116000,1,1,1,3,1,1,1,1
873,4,4,2,4,2,4,3,8,5,2,4,1,11.79810441,133000,1,1,1,3,1,1,1,1
874,4,4,2,2,2,5,3,8,1,2,4,1,11.10495723,66500,1,1,2,3,1,1,0,1
875,5,4,4,7,2,5,5,8,5,4,4,1,12.6230611,303477,1,1,3,3,2,1,0,1
876,4,4,5,6,2,4,3,8,1,2,4,1,11.79244935,132250,1,1,1,3,1,1,1,1
877,6,4,2,7,2,5,5,8,5,4,4,1,12.76568843,350000,1,1,1,3,1,1,1,1
878,4,4,4,6,2,3,4,6,1,2,4,4,11.90496755,148000,1,1,2,3,1,1,1,1
879,4,4,2,6,2,5,3,8,1,2,4,3,11.82407989,136500,1,1,1,3,1,1,1,1
880,6,5,2,6,2,4,3,8,1,4,4,1,11.96400108,157000,1,1,1,3,1,1,1,1
881,5,4,3,3,2,5,4,8,4,3,4,1,12.14153412,187500,1,1,1,3,1,1,1,1
882,5,4,2,2,2,4,3,8,4,3,4,4,12.08953883,178000,1,1,3,3,1,1,1,1
883,4,3,2,2,2,3,3,8,1,2,5,1,11.68266824,118500,1,1,2,3,1,1,1,0
884,4,4,2,5,2,3,3,8,1,3,4,3,11.51292546,100000,1,1,1,3,1,1,1,1
885,6,4,4,7,2,5,4,8,4,4,4,1,12.70350903,328900,1,1,1,3,0,1,0,1
886,4,4,2,3,2,5,3,8,1,4,4,1,11.88448902,145000,1,1,1,3,1,1,0,1
887,4,4,2,2,2,3,3,8,1,2,4,1,11.81672692,135500,1,1,1,3,1,1,1,1
888,4,5,5,6,4,5,4,8,4,2,4,1,12.49874226,268000,1,1,1,3,1,1,1,1
889,4,4,2,5,2,5,3,8,4,3,4,1,11.91505167,149500,1,1,1,3,1,1,1,1
890,4,4,3,2,2,5,3,8,2,2,4,4,11.7191263,122900,1,1,2,3,1,1,1,1
891,4,4,2,3,4,4,3,8,4,3,4,1,12.05815252,172500,1,1,1,3,1,1,1,1
892,4,4,2,7,2,3,3,8,1,3,4,4,11.94794938,154500,1,1,1,3,1,1,1,1
893,5,4,3,5,2,3,3,8,5,2,4,5,12.01370075,165000,1,1,1,3,1,1,1,1
894,1,1,1,1,1,3,3,8,1,2,4,1,11.68568478,118858,1,1,1,3,1,1,0,1
895,4,4,2,5,2,3,3,8,4,3,4,1,11.8493977,140000,1,1,1,3,1,1,1,1
896,4,4,2,6,2,5,3,8,1,2,4,1,11.57590026,106500,1,1,2,3,1,1,0,0
897,1,1,1,1,1,3,3,8,1,2,4,1,11.87027118,142953,1,1,2,3,1,1,0,1
898,6,4,5,7,2,5,5,8,5,4,4,1,13.32392695,611657,1,1,1,3,2,1,0,1
899,4,4,2,5,2,3,3,8,4,2,4,1,11.81303006,135000,1,1,1,3,1,1,1,1
900,4,4,2,6,2,3,3,8,1,2,4,1,11.60823564,110000,1,1,2,3,1,1,1,1
901,4,4,3,5,2,3,3,8,1,2,4,1,11.9381932,153000,1,1,2,3,1,1,1,1
902,5,4,2,2,2,5,4,8,5,4,4,1,12.10071213,180000,1,1,1,3,1,1,1,1
903,5,4,2,2,2,5,4,8,5,3,4,1,12.3883942,240000,1,1,1,3,2,1,0,1
904,4,4,2,7,2,3,3,8,1,2,4,4,11.74006104,125500,1,1,1,3,1,1,1,1
905,4,4,2,4,3,3,3,8,1,3,4,4,11.75978554,128000,1,1,1,3,1,1,1,1
906,5,4,2,7,2,5,4,8,5,3,4,1,12.44901882,255000,1,1,1,3,1,1,1,1
907,5,4,2,4,2,4,4,8,5,4,4,1,12.4292162,250000,1,1,1,2,1,1,1,1
908,5,4,4,5,6,3,3,8,1,2,4,4,11.7829526,131000,1,1,1,3,1,1,1,1
909,5,4,2,2,2,5,4,8,5,4,4,1,12.06681058,174000,1,1,1,3,1,1,1,1
910,4,4,2,4,2,3,3,8,1,2,4,1,11.94665404,154300,1,2,2,3,1,1,1,1
911,5,5,4,6,2,3,4,8,1,2,4,1,11.87409031,143500,1,1,2,3,1,1,1,1
912,4,4,2,4,2,3,3,7,1,2,4,4,11.38509209,88000,1,1,2,3,1,1,0,0
913,4,4,2,5,2,3,3,8,1,2,4,1,11.88448902,145000,1,2,0,3,1,1,1,0
914,5,4,4,7,2,5,4,8,1,3,4,1,12.06527492,173733,1,1,2,3,2,1,0,1
915,4,4,2,2,2,2,3,8,1,2,4,1,11.22524339,75000,1,1,1,3,1,1,1,1
916,4,4,4,5,2,3,3,8,1,2,4,1,10.47194981,35311,1,2,2,3,1,1,0,0
917,4,4,2,6,2,5,3,8,1,3,4,1,11.81303006,135000,1,2,1,3,1,1,1,1
918,6,4,3,5,7,5,4,8,4,3,4,5,12.38002595,238000,1,1,1,3,1,1,1,1
919,5,4,2,6,5,5,3,7,4,2,4,1,12.08107616,176500,1,1,1,3,1,1,1,1
920,5,5,2,7,2,5,4,8,1,3,4,1,12.21106019,201000,1,1,1,3,1,1,1,1
921,4,4,2,6,2,4,3,8,1,1,1,5,11.89067673,145900,1,1,0,1,1,0,1,1
922,5,4,2,7,2,5,4,8,5,4,4,1,12.04349489,169990,1,1,1,3,2,1,0,1
923,5,4,2,3,7,5,4,8,3,3,4,1,12.17044547,193000,1,1,1,3,1,1,1,1
924,5,4,2,5,3,3,3,8,4,2,4,1,12.24288662,207500,1,1,1,3,1,1,1,1
925,5,4,4,6,3,3,5,8,1,3,4,1,12.07254125,175000,1,1,1,3,1,1,0,1
926,5,4,2,2,2,5,5,8,5,4,4,1,12.56024446,285000,1,1,3,3,1,1,1,1
927,4,4,2,5,2,4,3,8,5,3,4,5,12.07823927,176000,1,1,1,3,1,1,1,1
928,5,4,4,2,2,5,5,8,4,3,4,1,12.37370349,236500,1,1,1,3,1,1,1,1
929,5,4,2,2,2,4,4,8,4,4,4,1,12.31043266,222000,1,1,3,3,1,1,1,1
930,5,4,4,7,2,5,4,8,1,4,4,1,12.21106019,201000,1,1,1,3,1,1,1,1
931,4,4,2,5,4,5,3,8,1,2,4,3,11.67419361,117500,1,1,2,3,1,1,1,1
932,6,5,2,2,2,5,5,8,5,4,4,1,12.67607627,320000,1,1,1,3,1,1,1,1
933,5,4,4,7,2,5,4,8,1,3,4,1,12.15477935,190000,1,1,1,3,1,1,1,1
934,5,4,5,7,2,5,4,8,5,3,4,1,12.39669301,242000,1,1,1,3,1,1,1,1
935,3,4,3,2,2,4,3,8,1,2,4,1,11.28853113,79900,1,1,2,3,1,1,1,1
936,5,4,2,7,2,5,4,8,1,3,4,1,12.12757042,184900,1,1,1,3,1,1,1,1
937,5,4,3,7,2,5,4,8,5,3,4,1,12.44114477,253000,1,1,1,3,1,1,1,1
938,5,5,3,7,2,5,4,8,1,3,4,1,12.38755635,239799,1,1,1,3,2,1,0,1
939,4,4,3,2,2,5,3,8,4,2,4,1,12.40656151,244400,1,1,1,3,0,1,1,1
940,4,4,5,4,3,3,3,8,1,2,4,1,11.92437264,150900,1,1,1,3,1,1,1,1
941,5,4,2,6,2,5,4,8,4,3,4,5,12.27373129,214000,1,1,3,3,1,1,1,1
942,5,4,5,7,2,3,3,8,1,1,1,1,11.91839057,150000,1,1,0,1,0,0,0,1
943,4,4,4,2,2,3,3,8,1,2,4,1,11.87059991,143000,1,1,1,3,1,0,1,1
944,4,4,2,7,4,4,4,8,5,3,4,1,11.8313792,137500,1,2,0,3,0,1,0,1
945,4,4,2,3,2,3,3,8,1,2,4,2,11.7352687,124900,1,1,2,3,1,1,1,1
946,4,4,4,6,5,3,3,8,4,3,4,1,11.87059991,143000,1,1,1,3,1,1,1,1
947,5,4,4,7,2,5,4,8,5,4,4,1,12.50617724,270000,1,1,1,3,1,1,1,1
948,5,4,2,2,2,5,4,8,4,3,4,1,12.16785143,192500,1,1,1,3,1,1,1,1
949,4,4,2,6,2,3,4,8,4,3,4,1,12.19349386,197500,1,1,1,3,1,1,1,1
950,4,4,2,6,5,4,4,8,1,3,4,1,11.76756768,129000,1,1,2,3,1,1,1,1
951,4,4,2,5,2,4,3,8,1,2,4,4,11.69441334,119900,1,1,2,3,1,1,0,1
952,5,4,4,7,2,4,3,8,1,4,4,4,11.80484853,133900,1,1,2,3,1,1,1,1
953,4,4,4,6,3,5,3,6,2,3,4,4,12.05524976,172000,1,1,1,3,1,1,1,1
954,5,5,5,7,2,3,3,8,1,1,1,1,11.75587164,127500,1,1,0,1,1,1,0,1
955,5,4,2,4,2,3,3,8,1,2,4,1,11.88448902,145000,1,0,1,3,1,1,1,0
956,5,4,2,6,2,3,3,8,4,4,4,5,11.72803684,124000,1,1,1,3,1,1,1,1
957,4,4,2,4,2,3,3,8,1,4,4,1,11.7905572,132000,1,1,2,3,1,1,1,1
958,5,4,3,7,2,5,4,8,1,3,4,1,12.1281111,185000,1,1,1,3,1,1,1,1
959,5,4,2,6,2,5,4,8,1,2,4,1,11.9511804,155000,1,1,2,3,1,1,1,1
960,4,4,5,5,2,4,3,8,1,1,1,1,11.66564655,116500,1,1,0,1,1,1,1,1
961,5,5,2,6,2,3,3,8,4,4,4,1,12.51355735,272000,1,1,1,3,1,1,1,1
962,5,4,2,6,2,3,4,8,4,2,4,1,11.9511804,155000,1,1,2,3,1,1,1,1
963,6,4,2,2,2,5,5,8,1,4,4,1,12.38421883,239000,1,1,1,3,1,1,1,1
964,5,4,2,7,2,5,4,8,5,4,4,1,12.27792808,214900,1,1,3,3,1,1,1,1
965,5,4,2,2,2,5,4,8,5,4,4,1,12.09458227,178900,1,1,1,3,2,1,0,1
966,4,3,2,4,2,5,3,6,4,2,4,1,11.98292909,160000,1,1,2,3,1,1,1,1
967,4,4,2,6,2,3,3,8,1,2,4,1,11.81303006,135000,1,1,1,3,1,1,1,1
968,4,4,2,2,2,2,3,8,1,1,1,3,10.54270639,37900,0,1,0,1,1,1,0,0
969,4,4,5,6,2,3,3,8,1,3,4,1,11.8493977,140000,1,1,1,3,0,1,1,1
970,4,4,2,2,2,3,3,8,1,1,1,1,11.81303006,135000,1,2,0,1,1,1,0,0
971,5,4,2,7,2,5,4,8,1,3,4,1,12.06104687,173000,1,1,3,3,1,1,1,1
972,5,4,2,2,2,3,3,8,4,2,4,1,11.50791292,99500,1,1,1,3,1,1,1,1
973,5,4,2,2,2,5,4,8,1,4,4,1,12.11176197,182000,1,1,1,3,2,1,0,1
974,5,4,2,2,2,3,4,8,1,2,4,5,12.02873863,167500,1,1,2,3,1,1,1,0
975,5,4,2,7,2,5,4,8,1,2,4,1,12.01370075,165000,1,1,2,3,1,1,1,1
976,5,4,2,2,2,3,2,8,1,1,1,1,11.35627165,85500,1,2,0,1,1,1,1,1
977,5,4,2,7,2,5,4,8,1,4,4,1,12.20557252,199900,1,1,1,3,2,1,0,1
978,4,4,2,3,2,5,3,8,1,2,4,1,11.60823564,110000,1,1,2,3,1,1,0,1
979,4,4,2,4,2,3,3,8,1,2,4,4,11.84222921,139000,1,1,2,3,1,1,1,1
980,4,4,4,6,2,4,5,8,1,3,4,1,12.0917835,178400,1,1,1,3,1,1,1,1
981,5,4,2,7,2,5,4,8,4,4,4,1,12.72486644,336000,1,1,1,3,1,1,1,1
982,5,4,4,2,2,5,4,8,5,4,4,1,11.98227263,159895,1,1,1,3,1,1,1,1
983,5,4,3,2,2,5,4,8,5,2,4,1,12.45254202,255900,1,1,1,3,1,1,1,1
984,1,1,1,1,1,3,4,8,1,2,4,1,11.74403719,126000,1,1,1,3,0,1,1,1
985,4,4,2,6,2,3,3,8,1,2,4,1,11.73606902,125000,1,1,2,3,0,1,1,0
986,4,3,2,2,2,4,4,8,1,2,4,1,11.66992921,117000,1,1,1,2,1,1,1,1
987,6,4,4,7,2,5,5,8,5,4,4,1,12.887127,395192,1,1,1,3,2,1,0,1
988,4,4,2,3,2,3,4,8,4,4,4,1,12.18075484,195000,1,1,1,3,1,1,1,1
989,5,5,2,2,2,5,4,8,1,3,4,1,12.19095901,197000,1,1,1,3,2,1,0,1
990,5,4,2,7,2,5,4,8,4,4,4,1,12.75995776,348000,1,1,1,3,1,1,1,1
991,4,4,2,5,2,4,4,8,5,2,4,1,12.03171926,168000,1,1,1,3,1,0,1,1
992,4,4,5,5,4,4,4,8,3,3,4,2,12.1388639,187000,1,1,1,3,1,1,1,1
993,5,4,2,2,2,5,4,8,1,3,4,1,12.0662357,173900,1,1,1,3,2,1,0,1
994,6,4,5,7,2,5,5,8,5,4,4,1,12.72932079,337500,1,1,1,3,1,1,1,1
995,4,4,2,6,2,3,3,8,1,2,4,4,11.70849225,121600,1,1,2,3,1,1,0,1
996,4,4,2,4,2,3,3,8,1,2,4,1,11.82407989,136500,1,1,1,3,0,1,1,1
997,4,4,2,2,2,3,3,8,4,3,4,1,12.1281111,185000,1,1,1,3,1,1,1,1
998,4,3,2,2,2,2,3,8,5,2,3,1,11.41861479,91000,1,1,2,3,1,0,1,0
999,5,4,4,7,2,5,4,8,1,3,4,1,12.23563145,206000,1,1,1,3,1,1,1,1
1000,1,1,1,1,1,2,2,7,1,2,3,1,11.31447453,82000,1,0,2,3,1,1,1,0
1001,3,4,2,2,2,5,5,8,1,2,4,1,11.36210258,86000,1,2,2,2,1,0,0,1
1002,5,4,2,7,2,5,4,8,5,3,4,1,12.35449265,232000,1,1,1,3,1,1,1,1
1003,4,4,2,2,2,2,3,8,1,2,4,1,11.82704253,136905,1,1,2,3,1,1,1,1
1004,5,4,2,7,2,5,4,8,5,4,4,1,12.10625231,181000,1,1,1,3,1,1,1,1
1005,5,5,4,7,2,3,3,8,1,2,4,1,11.91772368,149900,1,1,1,3,1,1,1,1
1006,5,4,2,3,2,4,3,8,4,2,4,1,12.00456827,163500,1,1,1,3,1,1,1,1
1007,4,4,2,5,3,3,3,8,1,3,4,1,11.38509209,88000,1,1,1,3,1,1,1,1
1008,6,4,3,2,2,5,4,8,5,4,4,1,12.3883942,240000,1,1,1,3,1,1,1,1
1009,4,4,2,2,2,5,3,8,1,1,1,1,11.53272809,102000,1,1,0,1,1,0,1,1
1010,4,4,2,2,2,3,3,8,5,2,4,1,11.81303006,135000,1,1,1,3,1,1,1,1
1011,1,1,1,1,1,3,3,8,1,1,1,1,11.51292546,100000,1,1,0,1,1,1,1,0
1012,4,3,2,2,2,3,4,8,4,2,4,1,12.01370075,165000,1,1,2,3,1,1,1,1
1013,4,4,2,6,4,3,3,3,1,2,4,1,11.35040654,85000,1,1,2,3,1,1,1,0
1014,4,3,2,5,2,3,3,8,5,2,4,1,11.68855803,119200,1,1,2,3,1,1,1,1
1015,5,4,2,7,2,5,4,8,1,4,4,1,12.3327053,227000,1,1,1,3,1,1,1,1
1016,5,4,5,7,2,5,4,8,4,4,4,1,12.22096126,203000,1,1,1,3,1,1,1,1
1017,5,4,4,7,2,4,4,8,6,3,4,1,12.14153412,187500,1,1,1,3,0,1,0,1
1018,5,4,2,2,2,4,4,8,4,3,4,1,11.98292909,160000,1,1,1,3,1,1,1,1
1019,5,4,5,7,2,5,4,8,5,4,4,1,12.27134527,213490,1,1,1,3,1,1,1,1
1020,5,4,2,7,2,5,4,8,1,4,4,1,12.07823927,176000,1,1,1,3,1,1,1,1
1021,5,4,4,7,2,5,4,8,1,3,4,1,12.17561344,194000,1,1,1,3,2,1,0,1
1022,4,4,2,3,2,4,3,8,1,2,3,1,11.3736634,87000,1,2,2,2,1,1,1,1
1023,5,5,2,7,2,5,4,8,5,4,4,1,12.16002871,191000,1,1,1,3,1,1,1,1
1024,5,4,4,6,3,3,4,8,5,4,4,1,12.56723749,287000,1,1,1,3,0,1,0,1
1025,4,4,2,3,4,3,3,8,1,2,4,4,11.6307085,112500,1,1,2,3,1,1,1,1
1026,4,4,2,4,2,3,3,8,5,2,4,1,12.02873863,167500,1,1,1,3,1,1,1,1
1027,5,4,5,7,2,5,4,8,5,3,4,1,12.58819065,293077,1,1,1,3,2,1,0,1
1028,4,4,2,4,5,3,3,8,5,2,4,1,11.56171563,105000,1,1,1,3,1,1,1,1
1029,4,4,2,5,2,4,3,8,1,2,4,1,11.6784399,118000,1,1,2,3,1,1,1,1
1030,4,4,3,2,2,4,3,8,1,1,1,1,11.98292909,160000,1,1,0,1,1,0,1,1
1031,4,4,2,7,2,5,3,8,4,4,4,1,12.19095901,197000,1,1,0,3,1,1,1,1
1032,5,5,2,7,2,5,4,8,4,3,4,1,12.64432758,310000,1,1,1,3,1,1,0,1
1033,5,4,2,7,2,5,4,8,1,2,4,1,12.34583459,230000,1,1,1,3,1,1,1,1
1034,3,3,2,2,2,5,2,8,5,2,4,4,11.69316152,119750,1,1,0,2,1,1,1,1
1035,1,1,1,1,1,5,3,8,1,2,4,1,11.33857208,84000,1,1,2,3,1,0,1,0
1036,6,4,5,7,2,5,5,8,6,4,4,1,12.66191396,315500,1,1,1,3,1,1,1,1
1037,5,4,2,2,2,5,4,8,4,4,4,1,12.56723749,287000,1,1,3,3,1,1,1,1
1038,4,4,2,2,2,3,3,8,4,1,1,1,11.48246626,97000,1,1,0,1,1,1,1,1
1039,5,4,4,7,2,3,3,8,1,2,4,1,11.28978191,80000,1,1,1,3,1,1,1,1
1040,4,4,2,4,5,5,3,4,4,3,4,5,11.9511804,155000,1,1,1,3,1,1,1,1
1041,4,4,2,7,4,4,4,8,1,2,4,1,12.06104687,173000,1,1,1,3,1,1,1,1
1042,5,4,4,6,2,5,4,8,5,3,4,1,12.18586994,196000,1,1,1,3,1,1,1,1
1043,5,4,2,7,2,5,4,8,6,2,4,1,12.47716791,262280,1,1,1,3,1,1,1,1
1044,5,4,2,6,2,3,4,8,5,4,4,4,12.53537639,278000,1,1,1,3,1,1,1,1
1045,1,1,1,1,1,5,3,6,5,2,4,1,11.84653647,139600,1,2,1,3,1,1,1,1
1046,6,4,4,7,2,5,5,8,5,4,4,1,13.22956799,556581,1,1,3,3,2,1,0,1
1047,5,4,2,7,2,5,3,8,1,2,4,1,11.88448902,145000,1,1,2,3,1,1,1,1
1048,1,1,1,1,1,3,3,7,4,2,4,5,11.65268741,115000,1,1,1,3,1,1,1,1
1049,1,1,1,1,1,5,4,8,1,2,4,1,11.34922937,84900,1,1,2,3,1,1,0,1
1050,5,4,4,2,2,5,4,8,1,4,4,1,12.08099117,176485,1,1,1,3,2,1,0,1
1051,5,4,4,2,2,5,4,8,5,4,4,1,12.2067774,200141,1,1,1,3,2,1,0,1
1052,4,4,2,4,2,3,3,8,4,3,4,5,12.01370075,165000,1,1,1,3,1,1,1,1
1053,4,4,4,4,2,5,3,6,5,2,4,1,11.88103479,144500,1,2,0,3,1,1,1,1
1054,5,4,3,7,2,5,4,8,5,4,4,1,12.44901882,255000,1,1,1,3,1,1,1,1
1055,5,4,2,6,2,3,3,8,4,4,4,4,12.10071213,180000,1,1,1,3,0,1,0,1
1056,5,4,4,7,2,5,4,8,5,3,4,1,12.13269518,185850,1,1,1,3,1,1,1,1
1057,5,4,2,7,2,5,4,8,5,4,4,1,12.42118403,248000,1,1,3,3,1,1,1,1
1058,6,4,4,7,2,5,5,8,5,4,4,1,12.72188581,335000,1,1,1,3,1,1,1,1
1059,4,4,3,4,3,3,3,8,5,2,3,1,12.30138283,220000,1,1,2,3,1,1,1,1
1060,5,4,3,7,2,5,4,8,1,4,4,1,12.27139211,213500,1,1,1,3,1,1,1,1
1061,4,4,2,2,2,3,3,8,1,3,4,1,11.30220443,81000,1,1,2,3,0,1,1,1
1062,4,4,2,2,2,3,3,6,1,2,4,1,11.40756495,90000,1,1,2,3,1,1,1,0
1063,4,4,2,5,2,4,4,8,5,2,4,4,11.6127708,110500,1,1,2,3,1,1,1,1
1064,4,4,3,5,4,5,3,8,2,3,4,4,11.94470788,154000,1,1,1,3,1,1,1,1
1065,6,4,5,7,2,5,4,8,1,3,4,1,12.70076889,328000,1,1,1,3,1,1,1,1
1066,5,4,2,2,2,4,3,8,4,3,4,1,12.08953883,178000,1,1,1,3,1,1,1,1
1067,4,4,5,7,3,3,3,8,1,3,4,1,12.03112384,167900,1,1,1,3,1,1,1,1
1068,5,4,2,6,2,4,3,4,5,4,4,5,11.92768062,151400,1,1,1,3,1,1,1,1
1069,4,4,2,6,2,3,4,8,1,2,4,1,11.81303006,135000,1,1,2,3,1,1,1,1
1070,4,4,2,5,2,3,3,8,1,2,4,1,11.81303006,135000,1,1,1,3,1,1,1,1
1071,4,4,2,4,2,5,3,8,1,2,4,1,11.94470788,154000,1,1,1,3,1,1,1,1
1072,3,3,3,2,2,2,3,8,4,2,4,1,11.42409425,91500,1,2,2,3,1,0,1,1
1073,4,4,2,5,2,3,3,8,1,4,4,4,11.9797992,159500,1,1,1,3,1,1,1,1
1074,5,4,4,2,2,5,4,8,1,3,4,1,12.17561344,194000,1,1,1,3,1,1,1,1
1075,4,4,2,5,2,3,3,8,5,2,4,1,12.29910751,219500,1,1,1,3,0,1,1,1
1076,3,4,2,6,2,4,4,7,4,2,4,1,12.04355372,170000,1,1,1,3,1,1,1,1
1077,4,4,3,5,4,5,3,8,1,4,4,1,11.84078933,138800,1,1,1,3,1,1,0,1
