,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,Fence,SalePrice_log_y,SalePrice_y,HasGasHeating,Electrical_combined,GarageType_combined,GarageQual_combined,SaleType_combined,HasPavedDrive,SaleCond_combined,HasCentralAir,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation
1064,1072,50.0,7585,5,3,1948,1950,0.0,0,0,810,810,1002,454,0,1456,1,1,1,0,4,1,7,1,1954.0,1,280,0,0,0,0,0,0,0,8,2006,3,3,3,2,2,2,3,8,4,2,4,1,11.42409425,91500,1,2,2,3,1,0,1,1,4,2,3,1,4,1,5,1,8,1,3,1,1,2,2,9,9,3,3,3,2
1065,1073,75.0,7950,6,6,1977,1977,140.0,535,0,155,690,698,728,0,1426,0,0,1,1,3,1,6,0,1977.0,2,440,252,0,0,0,0,0,0,7,2009,4,4,2,5,2,3,3,8,1,4,4,4,11.9797992,159500,1,1,1,3,1,1,1,1,4,2,3,2,1,1,1,1,8,3,3,1,6,4,2,7,10,2,3,3,2
1066,1074,74.0,8556,7,5,2006,2006,0.0,0,0,1240,1240,1240,0,0,1240,0,0,2,0,2,1,5,0,2006.0,3,826,140,93,0,0,0,0,0,5,2007,5,4,4,2,2,5,4,8,1,3,4,1,12.17561344,194000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,3,3
1067,1075,75.0,13125,7,6,1940,1984,0.0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1940.0,1,240,0,0,0,0,0,0,0,7,2007,4,4,2,5,2,3,3,8,5,2,4,1,12.29910751,219500,1,1,1,3,0,1,1,1,4,2,3,1,4,1,5,1,7,3,3,1,6,2,2,14,14,3,3,3,2
1068,1076,60.0,10800,5,8,1936,1989,0.0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,1950.0,2,566,436,21,0,0,0,0,500,4,2006,3,4,2,6,2,4,4,7,4,2,4,1,12.04355372,170000,1,1,1,3,1,1,1,1,4,2,1,1,4,1,5,1,18,3,3,1,1,2,2,14,14,3,3,3,2
1069,1077,70.04995836802665,15870,5,5,1969,1969,0.0,75,791,230,1096,1096,0,0,1096,1,0,1,0,3,1,6,0,1969.0,1,299,240,32,0,0,0,0,0,3,2006,4,4,3,5,4,5,3,8,1,4,4,1,11.84078933,138800,1,1,1,3,1,1,0,1,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,13,10,3,3,3,2
1070,1078,37.0,4435,6,5,2004,2004,169.0,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2004.0,2,420,140,0,0,0,0,0,0,5,2006,5,4,3,7,2,5,4,8,5,3,4,1,11.95697006,155900,1,1,1,3,1,1,1,1,5,2,3,1,4,1,5,1,6,3,3,5,3,2,2,13,13,2,4,3,3
1071,1079,65.0,8775,5,5,1994,1994,0.0,495,0,495,990,990,0,0,990,0,0,1,0,3,1,5,0,1996.0,1,299,0,64,0,0,0,0,0,4,2007,5,4,2,7,2,4,3,8,1,2,4,1,11.74403719,126000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,3,3,3,3
1072,1080,80.0,11040,6,7,1971,2004,144.0,656,0,602,1258,1258,0,0,1258,0,1,2,0,3,1,5,0,1971.0,2,528,55,0,0,216,0,0,0,10,2008,4,4,2,6,2,5,4,8,1,3,4,1,11.88448902,145000,1,1,1,3,0,1,0,1,4,2,3,1,4,1,5,1,17,3,3,1,3,2,2,13,13,2,4,4,2
1073,1081,75.0,7500,5,5,1963,1963,0.0,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1963.0,1,308,0,0,220,0,0,0,0,6,2010,4,4,2,6,2,2,3,8,1,4,4,4,11.79810441,133000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,1,1,19,2,3,1,3,2,2,7,7,3,3,3,2
1074,1082,70.0,8749,7,5,2002,2002,100.0,0,0,1459,1459,1459,0,0,1459,0,0,2,0,3,1,6,1,2002.0,2,527,192,39,0,0,0,0,0,9,2007,5,4,2,2,2,5,4,8,5,3,4,1,12.16525065,192000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
1075,1083,80.0,8800,6,6,1964,1964,425.0,553,0,698,1251,1251,0,0,1251,1,0,1,0,3,1,6,2,1964.0,1,461,0,116,0,0,0,0,700,3,2006,4,4,2,5,2,3,3,8,5,3,4,4,11.98292909,160000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,4,2,7,7,2,3,3,2
1076,1084,70.04995836802665,13031,6,5,1995,1996,0.0,592,0,99,691,691,807,0,1498,0,0,2,1,3,1,6,1,1995.0,2,409,315,44,0,0,0,0,0,7,2006,5,4,2,6,2,4,3,8,4,4,4,1,12.14153412,187500,1,1,1,3,1,1,1,1,4,2,3,3,4,1,1,1,9,3,3,1,6,2,2,7,7,3,3,3,3
1077,1085,73.0,9069,6,6,1992,1992,0.0,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,1992.0,2,564,120,0,0,0,0,0,0,4,2010,5,4,4,7,2,5,4,8,1,2,4,1,11.89818787,147000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,20,3,3,1,7,2,2,7,7,3,3,3,3
1078,1086,70.04995836802665,1974,4,5,1973,1973,0.0,334,0,212,546,546,546,0,1092,0,0,1,1,3,1,6,0,1973.0,1,286,120,96,0,0,0,0,0,5,2010,4,4,2,5,2,3,3,8,1,3,4,1,11.33260191,83500,1,1,1,3,1,1,1,1,5,2,3,1,4,1,5,1,11,3,3,5,6,2,2,6,6,3,3,3,2
1079,1087,85.0,10574,8,5,2005,2006,0.0,0,0,1082,1082,1082,871,0,1953,0,0,2,1,3,1,9,1,2005.0,3,1043,160,50,0,0,0,0,0,5,2009,5,4,3,2,2,5,4,8,5,3,4,1,12.43718437,252000,1,1,1,3,1,1,1,1,2,2,3,1,4,1,5,1,21,3,3,1,6,2,2,13,13,3,4,3,3
1080,1088,24.0,2522,7,5,2004,2004,50.0,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,4,2006,5,4,2,2,2,5,4,4,1,2,4,1,11.831379199999999,137500,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,8,3,3,4,6,2,2,13,13,4,4,3,3
1081,1089,37.0,3316,8,5,2005,2005,0.0,1039,0,208,1247,1247,0,0,1247,1,0,1,1,1,1,4,1,2005.0,2,550,0,84,0,0,0,0,0,4,2006,5,4,2,7,2,5,4,8,5,4,4,1,12.19095901,197000,1,1,1,3,1,1,1,1,2,2,2,2,4,1,5,1,21,3,3,5,3,2,2,9,9,3,4,3,3
1082,1090,60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1987.0,2,400,0,0,0,0,0,0,0,6,2009,1,1,1,1,1,2,3,8,1,2,4,1,11.43927892,92900,0,2,2,3,1,1,1,0,4,2,3,1,4,1,1,1,13,3,3,3,3,2,2,4,4,3,3,3,4
1083,1091,24.0,2160,7,5,1999,2000,212.0,510,0,90,600,624,628,0,1252,1,0,2,1,2,1,4,0,1999.0,2,462,0,48,0,0,0,0,0,3,2008,5,4,2,5,2,5,4,8,1,2,4,1,11.98292909,160000,1,1,2,3,1,1,1,1,2,2,2,1,4,1,5,1,21,3,3,4,6,2,2,9,9,2,4,3,3
1084,1092,60.0,8400,6,5,1925,1950,0.0,423,0,758,1181,1390,304,0,1694,0,0,2,0,4,1,7,1,1925.0,2,576,342,0,128,0,0,0,0,6,2008,4,4,2,4,2,2,3,8,5,2,4,1,11.82407989,136500,1,1,2,3,1,1,1,1,4,2,3,1,1,1,5,1,23,3,3,1,1,2,2,9,9,3,3,3,3
1085,1093,71.0,9230,5,8,1965,1998,166.0,661,0,203,864,1200,0,0,1200,1,0,1,1,1,1,6,0,1977.0,2,884,0,64,0,0,0,0,0,10,2006,4,4,3,7,2,4,4,8,1,2,4,4,11.891361900000001,146000,1,1,2,3,1,1,1,1,4,2,3,1,4,1,1,1,13,2,3,1,3,4,2,9,9,2,3,3,2
1086,1094,74.0,5868,5,7,1956,2000,0.0,248,240,448,936,936,0,0,936,1,0,1,0,2,1,4,0,1956.0,1,308,0,0,80,0,160,0,0,5,2010,4,4,2,5,4,5,3,8,1,4,4,1,11.76756768,129000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,9,9,3,3,3,2
1087,1095,78.0,9317,6,5,2006,2006,0.0,24,0,1290,1314,1314,0,0,1314,0,0,2,0,3,1,6,1,2006.0,2,440,0,22,0,0,0,0,0,3,2007,5,4,2,7,2,4,4,8,5,3,4,1,12.08069081,176432,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,6,3,3,1,3,2,2,13,13,3,4,3,3
1088,1096,60.0,6882,6,7,1914,2006,0.0,0,0,684,684,773,582,0,1355,0,0,1,1,3,1,7,0,1914.0,0,0,136,0,115,0,0,0,0,3,2007,4,4,2,2,2,3,4,8,1,1,1,1,11.75194237,127000,1,1,0,1,1,1,1,1,5,2,3,1,4,1,5,1,10,3,3,1,6,2,2,14,14,3,3,3,3
1089,1097,70.04995836802665,3696,8,5,1986,1986,0.0,0,0,1074,1074,1088,0,0,1088,0,0,1,1,2,1,5,0,1987.0,2,461,0,74,137,0,0,0,0,10,2007,5,4,2,2,2,5,4,8,1,3,4,1,12.04355372,170000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,22,3,3,5,3,2,2,7,7,3,4,3,2
1090,1098,50.0,6000,4,6,1936,1950,0.0,672,0,0,672,757,567,0,1324,0,0,1,0,3,1,6,0,1936.0,1,240,0,0,0,0,0,0,0,7,2009,4,4,2,5,2,3,3,8,1,2,4,1,11.75978554,128000,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,4,3,3,1,1,2,2,9,9,3,3,3,1
1091,1099,82.0,11880,7,5,1978,1978,206.0,704,0,567,1271,1601,0,0,1601,0,0,2,0,3,1,7,1,1978.0,2,478,0,0,0,0,0,0,0,4,2009,5,4,2,6,2,3,3,8,4,3,4,1,11.96400108,157000,1,1,1,3,0,1,0,1,4,2,3,2,4,1,5,1,17,7,3,1,3,2,2,10,10,2,3,3,2
1092,1100,60.0,8400,2,5,1920,1950,0.0,290,0,0,290,438,0,0,438,0,0,1,0,1,1,3,0,1930.0,1,246,0,0,0,0,0,0,0,1,2009,4,3,2,4,2,3,2,8,1,2,4,1,11.00209984,60000,1,0,2,3,1,0,1,0,4,2,3,1,1,1,5,1,23,3,3,1,3,2,2,14,14,3,3,3,2
1093,1101,61.0,9758,5,5,1971,1971,0.0,412,287,251,950,950,0,0,950,0,0,1,0,3,1,5,0,1981.0,1,280,0,0,0,0,0,0,0,7,2007,4,4,2,5,3,3,3,8,1,2,4,1,11.69107165,119500,1,1,2,3,1,1,1,1,4,2,3,2,4,1,5,1,13,3,3,1,3,2,2,7,9,3,3,3,2
1094,1102,70.0,7000,5,7,1960,2002,45.0,588,0,422,1010,1134,0,0,1134,0,0,1,0,2,1,6,0,1960.0,1,254,0,16,0,0,0,0,0,4,2007,4,4,2,4,2,5,3,8,1,3,4,2,11.81303006,135000,1,1,1,3,1,1,0,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,14,14,2,3,3,2
1095,1103,79.0,8910,6,6,1959,1959,0.0,655,0,0,655,1194,0,0,1194,0,1,1,0,3,1,6,1,1954.0,2,539,0,0,192,0,0,0,0,7,2006,4,4,3,6,2,5,3,8,3,4,4,1,11.9797992,159500,1,1,3,3,1,1,1,1,4,2,3,1,4,1,1,1,13,3,3,1,3,4,2,4,4,3,3,3,2
1096,1104,24.0,2016,5,5,1970,1970,304.0,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1970.0,2,440,0,0,0,0,0,0,0,4,2007,4,4,2,2,2,3,3,8,1,2,4,1,11.57119437,106000,1,1,2,3,1,1,1,1,5,2,3,1,4,1,5,1,3,3,3,5,6,2,2,7,7,2,3,3,2
1097,1105,98.0,12256,8,5,1994,1995,362.0,1032,0,431,1463,1500,1122,0,2622,1,0,2,1,3,1,9,2,1994.0,2,712,186,32,0,0,0,0,0,4,2010,6,4,4,7,2,5,4,8,4,3,4,1,12.69158046,325000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,14,3,3,1,6,2,2,7,7,2,4,3,3
1098,1106,114.0,10357,7,5,1990,1991,0.0,738,0,172,910,1442,0,0,1442,1,0,2,0,3,1,6,1,1990.0,2,719,0,244,0,0,0,0,0,5,2007,5,4,3,7,2,4,4,8,4,4,4,1,12.10015642,179900,1,1,1,3,1,1,1,1,4,2,3,2,4,1,1,1,20,2,3,1,3,4,2,7,7,3,4,3,3
1099,1107,168.0,23257,7,5,2006,2006,0.0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2006.0,2,422,0,100,0,0,0,0,0,9,2006,6,5,2,2,2,5,4,8,5,3,4,1,12.52352588,274725,1,1,3,3,2,1,0,1,4,2,3,4,2,1,2,1,9,3,3,1,6,2,2,13,13,3,4,3,3
1100,1108,70.04995836802665,8063,6,5,2000,2000,0.0,0,0,924,924,948,742,0,1690,0,0,2,1,3,1,7,1,2000.0,2,463,100,48,0,0,0,0,0,11,2007,5,4,2,2,2,5,3,8,4,3,4,1,12.10625231,181000,1,1,1,3,1,1,0,1,4,2,3,1,4,1,5,1,9,3,3,1,6,2,2,13,13,3,3,3,3
1101,1109,107.0,11362,8,5,2004,2005,42.0,1039,0,797,1836,1836,0,0,1836,1,0,2,0,3,1,7,1,2004.0,3,862,125,185,0,0,0,0,0,3,2009,6,4,3,7,2,5,4,8,5,4,4,1,12.54254488,280000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,16,3,3,1,3,2,2,9,9,4,4,3,3
1102,1110,70.04995836802665,8000,6,5,1995,1996,0.0,219,0,554,773,773,885,0,1658,1,0,2,1,3,1,8,1,1995.0,2,431,224,84,0,0,0,0,0,6,2008,5,4,2,7,2,4,3,8,4,4,4,1,12.14419724,188000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,9,3,3,1,6,2,2,7,7,3,3,3,3
1103,1111,80.0,10480,7,6,1976,1976,660.0,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,1976.0,2,483,0,69,0,0,0,0,0,9,2008,4,4,2,6,2,3,3,8,5,3,4,1,12.23076526,205000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,17,3,3,1,6,4,2,10,10,2,3,3,2
1104,1112,73.0,7100,5,7,1957,1957,0.0,708,0,108,816,816,0,0,816,1,0,1,0,2,1,5,0,1957.0,1,308,0,0,0,0,0,0,0,7,2006,4,4,2,7,2,3,3,8,1,2,4,1,11.7745202,129900,1,2,2,3,1,1,1,1,4,2,3,2,4,1,1,1,13,3,3,1,3,2,2,15,15,3,3,3,2
1105,1113,66.0,8923,5,7,1953,2006,0.0,643,0,365,1008,1008,0,0,1008,1,0,1,0,2,1,6,0,1953.0,1,240,0,18,0,0,0,0,0,5,2007,4,4,2,5,2,4,4,8,1,2,4,1,11.80931948,134500,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,14,14,3,3,3,2
1106,1114,90.0,5400,5,7,1954,2000,0.0,415,0,418,833,833,0,0,833,0,0,1,0,2,1,4,0,1955.0,1,326,0,0,0,0,0,0,0,8,2006,4,4,2,4,2,5,4,8,1,2,4,4,11.66992921,117000,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,18,3,3,1,3,2,2,9,9,3,3,4,2
1107,1115,93.0,12085,8,5,2007,2007,328.0,1004,0,730,1734,1734,0,0,1734,1,0,2,0,3,1,7,1,2007.0,3,928,0,0,0,0,0,0,0,11,2007,6,4,2,7,2,5,5,8,5,3,4,1,12.66980666,318000,1,1,1,3,2,1,0,1,4,2,3,1,4,1,5,1,16,3,3,1,3,4,2,13,13,4,4,3,3
1108,1116,70.04995836802665,7750,8,5,2002,2002,0.0,353,0,55,408,779,640,0,1419,1,0,2,1,3,1,7,1,2002.0,2,527,120,0,0,0,0,0,0,3,2009,5,4,2,7,2,5,4,8,4,4,4,1,12.12323437,184100,1,1,3,3,1,1,1,1,4,2,3,1,4,1,5,1,9,3,3,1,8,4,2,13,13,3,4,3,3
1109,1117,57.0,9764,5,7,1967,2003,0.0,702,0,192,894,894,0,0,894,1,0,1,0,3,1,5,0,1967.0,2,450,0,0,0,0,0,0,0,5,2008,4,4,2,5,2,5,4,8,1,3,4,1,11.77528973,130000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,3,1,19,2,3,1,3,2,2,13,13,3,3,3,2
1110,1118,85.0,13825,5,6,1958,1987,0.0,0,0,533,533,1021,580,0,1601,0,1,1,0,3,1,6,0,1958.0,1,300,280,34,0,0,0,0,0,12,2008,4,4,2,2,2,3,3,6,1,3,4,1,11.849397699999999,140000,1,1,3,3,1,1,1,1,4,2,3,1,4,1,5,1,19,3,3,1,8,2,2,9,9,3,3,4,2
1111,1119,70.0,7560,5,5,1959,1959,0.0,369,0,671,1040,1040,0,0,1040,0,0,1,0,3,1,6,0,1959.0,1,286,140,0,252,0,0,0,0,7,2006,4,4,2,3,2,3,3,8,1,3,4,3,11.80335376,133700,1,2,1,3,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,4,14,3,3,3,2
1112,1120,59.0,8263,6,5,1920,1950,0.0,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1920.0,1,308,0,22,112,0,0,0,0,5,2007,4,4,2,2,2,3,3,8,5,2,4,4,11.681824,118400,1,2,2,3,1,1,1,1,5,2,3,1,1,1,5,2,10,3,3,1,3,2,2,4,4,3,3,3,1
1113,1121,84.0,10084,7,5,2005,2006,196.0,24,0,1528,1552,1552,0,0,1552,0,0,2,0,3,1,7,0,2005.0,3,782,144,20,0,0,0,0,0,7,2006,5,4,4,7,2,5,4,8,1,3,4,1,12.26857785,212900,1,1,1,3,2,1,0,1,4,2,3,1,4,1,5,1,6,3,3,1,3,2,2,13,13,2,4,3,3
1114,1122,70.04995836802665,8926,4,3,1956,1956,0.0,0,0,672,672,960,0,0,960,0,0,1,0,3,1,5,0,1956.0,1,288,64,0,0,0,160,0,0,10,2009,4,4,2,2,2,5,3,8,1,2,4,4,11.62625415,112000,1,2,0,3,0,1,0,1,4,2,3,2,4,1,1,1,8,3,3,1,3,2,2,1,1,3,3,3,2
1115,1123,50.0,9405,5,9,1947,2008,0.0,0,0,698,698,698,0,0,698,0,1,1,0,2,1,4,0,1947.0,0,0,0,200,0,0,0,0,0,6,2009,4,4,2,2,2,5,3,8,1,1,1,1,11.6784399,118000,1,1,0,1,1,1,1,1,4,2,3,1,4,1,5,1,8,3,3,1,3,4,2,13,13,3,3,5,2
1116,1124,70.04995836802665,9125,7,5,1992,1992,170.0,0,0,384,384,812,670,0,1482,0,0,2,1,3,1,7,1,1992.0,2,392,100,25,0,0,0,0,0,7,2007,5,4,2,2,2,4,4,8,4,4,4,1,12.00701176,163900,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,8,2,2,7,7,2,3,3,3
1117,1125,60.0,10434,4,5,1955,1955,0.0,0,0,1005,1005,1005,0,0,1005,0,0,1,0,2,1,5,1,1977.0,2,672,0,0,0,0,0,0,0,11,2009,4,4,2,2,2,3,2,8,4,2,3,1,11.65268741,115000,1,1,2,2,1,1,1,1,4,2,3,1,4,1,5,1,13,3,3,1,3,2,2,10,10,3,3,3,2
1118,1126,53.0,3684,7,5,2007,2007,130.0,0,0,1373,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2007.0,3,660,143,20,0,0,0,0,0,6,2009,5,4,2,2,2,5,4,8,4,4,4,1,12.06681058,174000,1,1,1,3,1,1,1,1,4,2,3,1,4,1,5,1,1,3,3,5,3,4,2,13,13,2,4,3,3
1119,1127,182.0,14572,7,5,2004,2004,0.0,1300,0,230,1530,1530,0,0,1530,1,0,2,0,3,1,7,1,2004.0,3,630,144,36,0,0,0,0,0,11,2007,5,4,4,7,2,5,4,8,5,4,4,1,12.46458334,259000,1,1,1,3,1,1,0,1,4,2,3,4,4,1,1,1,9,3,3,1,3,4,2,13,13,3,4,3,3
1120,1128,59.0,11796,7,5,2004,2005,0.0,0,0,847,847,847,1112,0,1959,0,0,2,1,4,1,8,1,2004.0,2,434,100,48,0,0,0,0,0,7,2007,5,4,4,2,2,5,4,8,5,4,4,1,12.27839331,215000,1,1,3,3,1,1,1,1,4,2,3,2,4,1,5,1,9,3,3,1,6,2,2,13,13,3,4,3,3
1121,1129,60.0,7200,5,5,1980,1980,180.0,936,0,0,936,936,0,0,936,1,0,1,0,2,1,4,0,1980.0,2,672,49,0,0,0,0,0,0,8,2007,5,4,5,7,2,3,3,8,1,2,4,1,11.849397699999999,140000,1,1,2,3,1,1,1,1,5,2,1,1,4,1,5,1,18,3,3,3,7,2,2,9,9,2,3,3,2
1122,1130,65.0,7804,4,3,1928,1950,0.0,622,0,500,1122,1328,653,0,1981,1,0,2,0,4,1,7,2,1981.0,2,576,431,44,0,0,0,0,0,12,2009,4,4,2,5,2,3,4,6,4,2,4,4,11.81303006,135000,1,1,2,3,1,1,1,1,4,2,3,1,4,1,5,1,23,3,3,1,1,2,2,15,10,3,3,3,1
1123,1131,63.0,10712,5,5,1991,1992,0.0,212,0,762,974,974,0,0,974,0,0,1,0,3,1,5,0,1991.0,0,0,0,28,0,0,0,0,0,9,2007,5,4,3,5,2,3,3,8,1,1,1,4,11.44571672,93500,1,1,0,1,0,1,0,1,4,2,3,1,4,1,5,1,12,3,3,1,3,2,2,7,7,3,3,3,3
1124,1132,90.0,9900,6,4,1880,1950,0.0,0,0,1008,1008,1178,1032,0,2210,0,0,2,0,5,1,8,0,1930.0,1,205,0,48,0,0,0,0,0,5,2007,4,4,3,2,2,3,2,8,1,2,4,1,11.67419361,117500,1,1,2,2,1,0,1,1,5,2,3,1,4,1,5,1,18,3,3,1,6,2,2,14,14,3,3,3,1
1125,1133,80.0,9828,8,5,1995,1995,0.0,584,0,544,1128,1142,878,0,2020,0,0,2,1,3,1,8,1,1995.0,2,466,0,155,0,0,0,0,0,6,2009,5,4,2,7,2,5,4,8,4,3,4,1,12.3863087,239500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,1,20,3,3,1,6,2,2,13,13,3,4,3,3
1126,1134,57.0,8773,6,5,1997,1997,0.0,0,0,916,916,916,684,0,1600,0,0,2,1,3,1,7,1,1997.0,2,460,100,38,0,0,0,0,0,8,2007,5,4,4,2,2,4,3,8,4,4,4,1,12.03765399,169000,1,1,1,3,1,1,1,1,4,2,3,2,2,1,5,1,9,3,3,1,6,2,2,13,13,3,3,3,3
1127,1135,60.0,6180,6,5,1926,1950,0.0,0,0,960,960,986,0,0,986,0,0,1,0,2,1,5,1,1926.0,1,180,0,128,0,0,0,0,0,5,2007,4,4,2,2,2,3,3,8,5,2,4,1,11.53272809,102000,1,1,2,3,1,1,1,0,5,2,3,1,4,1,1,1,4,3,3,1,3,2,2,14,14,3,3,3,1
1128,1136,80.0,9600,6,5,1950,1950,0.0,280,0,752,1032,1032,220,0,1252,0,0,1,0,3,1,6,0,1950.0,1,288,0,0,96,0,0,0,0,4,2008,4,4,2,5,2,3,3,8,1,2,4,1,11.68687877,119000,1,2,1,3,1,1,0,1,4,2,3,1,4,1,5,1,13,3,3,1,1,2,2,13,13,3,3,3,2
1129,1137,54.0,6342,5,8,1875,1996,0.0,0,0,780,780,780,240,0,1020,0,0,1,0,2,1,6,0,1875.0,0,0,0,0,176,0,0,0,0,5,2010,4,4,2,2,2,4,3,8,1,1,1,1,11.45105006,94000,1,1,0,1,1,0,1,0,4,2,3,1,4,1,5,1,19,2,3,1,1,2,2,13,13,3,3,4,2
1130,1138,70.04995836802665,9819,6,5,1977,1977,0.0,1567,0,0,1567,1567,0,0,1567,1,0,2,0,2,1,5,2,1977.0,2,714,264,32,0,0,0,0,0,5,2009,4,4,5,6,2,3,4,8,4,3,4,1,12.18586994,196000,1,1,1,3,1,1,1,1,4,2,3,2,4,1,5,2,12,3,3,1,3,2,2,10,8,3,3,3,3
1131,1139,98.0,8731,5,5,1920,1950,0.0,645,0,270,915,1167,0,0,1167,0,0,1,0,3,1,6,1,1972.0,2,495,0,0,216,0,126,0,0,5,2007,4,4,2,5,2,3,3,4,5,2,4,1,11.87756858,144000,1,1,2,3,1,1,1,1,4,2,3,2,4,1,5,1,4,3,3,1,3,2,2,12,12,3,3,2,1
1132,1140,60.0,7350,5,7,1951,1951,0.0,852,0,100,952,952,0,0,952,1,0,1,0,2,1,4,0,1988.0,2,840,0,0,0,0,0,0,0,6,2008,4,4,3,6,2,3,3,8,1,2,4,1,11.84222921,139000,1,1,2,3,0,1,0,1,4,2,3,1,4,1,1,1,13,3,3,1,3,2,2,7,7,3,3,3,2
1133,1141,70.04995836802665,10304,5,7,1976,1976,44.0,381,0,399,780,1088,780,0,1868,1,0,2,1,4,1,9,1,1976.0,2,484,448,96,0,0,0,0,0,10,2009,4,4,2,6,2,5,4,8,4,2,4,1,12.19349386,197500,1,1,1,3,1,1,1,1,4,2,3,2,4,1,2,1,17,5,3,1,6,2,2,10,10,2,3,4,2
1134,1142,77.0,9965,8,5,2006,2007,340.0,1150,0,316,1466,1466,1362,0,2828,1,0,3,0,4,1,11,1,2006.0,3,1052,125,144,0,0,0,0,0,4,2007,6,4,5,7,2,5,4,8,4,3,4,1,12.95953852,424870,1,1,3,3,2,1,0,1,4,2,3,1,4,1,5,1,6,3,3,1,6,4,2,13,13,4,4,3,3
1135,1143,70.04995836802665,9000,5,3,1959,1959,0.0,288,0,718,1006,1006,0,0,1006,0,0,1,0,3,1,5,0,1959.0,0,0,0,24,0,0,0,0,0,7,2008,4,4,2,7,2,3,3,8,1,1,1,1,11.28978191,80000,1,1,0,1,1,1,1,1,4,2,3,1,4,1,5,1,19,3,3,1,3,2,2,14,10,3,3,3,2
1136,1144,60.0,12180,4,4,1941,1950,0.0,348,0,324,672,672,252,0,924,1,0,1,0,2,1,5,0,1941.0,1,280,0,0,0,0,0,0,0,7,2010,5,4,2,5,2,2,2,8,1,2,4,4,11.28978191,80000,0,2,2,3,1,1,1,0,4,2,3,1,4,1,5,1,8,3,3,2,1,2,2,9,9,3,3,2,1
1137,1145,52.0,6240,5,6,1928,1950,0.0,0,0,1042,1042,1042,534,0,1576,0,0,1,0,3,1,8,1,1928.0,1,225,0,0,0,0,0,0,0,8,2006,4,4,2,2,2,5,3,8,5,2,4,1,11.91170158,149000,1,1,2,3,1,1,0,1,5,2,3,1,4,1,5,1,4,3,3,1,1,2,2,9,9,3,3,3,1
