,Id,SalePrice_old,SalePrice_log_old,MSSubClass,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,KitchenAbvGr,TotRmsAbvGrd,GarageArea,WoodDeckSF,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
497,498,184000,12.12269104,50,60,9120,7,0,TA,329,697,1026,1133,1820,1,8,240,0,2846,3958,100,3,0,1,1,0,0,1,0,0,1,2,0,1
498,499,130000,11.77528973,20,65,7800,5,89,TA,450,414,864,899,899,1,5,288,64,1763,4013,0,1,0,0,0,1,0,1,0,0,1,2,0,1
499,500,120000,11.69524702,20,70,7535,5,0,TA,111,522,912,912,912,1,5,297,12,1824,3992,285,1.5,0,0,1,1,0,1,0,1,1,1,0,1
500,501,113000,11.6351431,160,21,1890,6,285,TA,356,316,672,672,1218,1,7,264,144,1890,3980,28,1.5,0,1,1,1,0,1,0,0,1,1,0,0
501,502,226700,12.33138284,60,75,9803,7,0,Gd,400,466,866,866,1768,1,7,603,0,2634,4013,108,2.5,0,1,1,0,0,1,0,0,1,2,0,1
502,503,140000,11.8493977,20,70,9170,5,0,TA,698,420,1214,1214,1214,1,6,461,0,2428,3972,184,2,0,0,1,0,0,1,0,0,1,1,0,1
503,504,289000,12.57418197,20,100,15602,7,0,TA,1247,254,1501,1801,1801,1,6,484,0,3302,4007,215,3,0,0,1,0,0,1,0,1,1,1,0,1
504,505,147000,11.89818787,160,24,2308,6,0,TA,257,103,855,855,1322,1,6,440,260,2177,3983,0,3,0,1,0,1,0,1,0,0,1,1,0,1
505,506,124500,11.73206099,90,60,7596,5,360,TA,0,960,960,960,1960,2,10,400,0,2920,3961,0,2,0,1,0,0,0,1,0,0,1,1,0,1
506,507,215000,12.27839331,60,80,9554,8,125,Gd,380,397,777,1065,1911,1,8,471,182,2688,4000,81,2.5,0,1,1,1,0,1,0,1,1,2,0,1
507,508,208300,12.24673463,20,75,7862,6,0,Gd,27,1191,1218,1218,1218,1,4,676,0,2436,4018,102,2,0,0,1,0,0,1,0,1,1,2,0,1
508,509,161000,11.98915964,70,60,9600,7,0,TA,141,548,689,689,1378,1,7,360,0,2067,4013,116,2,0,1,1,0,0,1,0,0,1,0,0,1
509,510,124500,11.73206099,20,80,9600,5,132,TA,991,50,1041,1041,1041,1,6,270,224,2082,3968,88,2,0,0,1,1,0,1,0,0,1,1,0,1
510,511,164900,12.01309451,20,75,14559,5,70,Gd,650,178,1008,1363,1363,1,6,288,324,2371,4009,210,2,0,0,1,1,0,1,0,0,1,1,0,1
511,512,202665,12.21930965,120,40,6792,7,94,Gd,0,1368,1368,1368,1368,1,6,474,132,2736,4012,35,2,0,0,1,1,0,1,0,1,1,2,1,2
512,513,129900,11.7745202,20,70,9100,5,0,TA,521,169,864,864,864,1,5,624,0,1728,3964,0,2,0,0,0,0,0,1,0,0,1,1,0,1
513,514,134000,11.80559508,20,71,9187,6,0,TA,336,748,1084,1080,1080,1,5,484,120,2164,3990,158,1.5,0,0,1,1,0,1,0,0,1,2,0,1
514,515,96500,11.47729829,45,55,10594,5,0,TA,0,768,768,789,789,1,5,200,0,1557,3957,112,1,0,0,1,0,0,1,0,0,1,0,0,1
515,516,402861,12.90634687,20,94,12220,10,305,Ex,1436,570,2006,2020,2020,1,9,900,156,4026,4018,54,3.5,3,0,1,1,0,1,1,0,1,1,0,2
516,517,158000,11.97035031,80,70.04995837,10448,6,333,TA,0,689,689,1378,2119,1,7,583,0,2808,3981,104,2.5,0,1,1,0,0,1,0,1,1,1,0,1
517,518,265000,12.4874851,60,79,10208,7,921,Gd,0,1264,1264,1277,2344,1,7,889,220,3608,4006,0,2.5,3,1,0,1,0,1,0,1,1,2,0,2
518,519,211000,12.25961341,60,70.04995837,9531,6,0,TA,706,88,794,882,1796,1,7,546,0,2590,4005,36,3.5,0,1,1,0,0,1,0,1,1,2,0,1
519,520,234000,12.36307639,70,53,10918,7,0,Gd,0,1276,1276,1276,2080,1,9,282,0,3356,4013,145,1.5,0,1,1,0,0,1,0,0,1,0,0,1
520,521,106250,11.57355009,190,60,10800,4,0,TA,0,0,0,694,1294,2,7,0,220,1294,4008,324,2,0,1,1,1,0,1,0,0,1,0,0,1
521,522,150000,11.91839057,20,90,11988,6,0,TA,777,467,1244,1244,1244,1,6,336,0,2488,3964,40,1.5,0,0,1,0,0,1,0,1,1,1,0,1
522,523,159000,11.97665948,50,50,5000,6,0,TA,399,605,1004,1004,1664,1,7,420,0,2668,3956,60,2,0,1,1,0,0,1,0,0,1,1,0,1
524,525,315750,12.66270604,60,95,11787,7,594,Gd,719,660,1379,1383,2398,1,8,834,239,3777,4004,60,3.5,3,1,1,1,0,1,0,1,1,2,0,2
525,526,176000,12.07823927,20,62,7500,7,0,Gd,0,1257,1257,1266,1266,1,6,453,38,2523,4011,144,2,0,0,1,1,0,1,0,0,1,2,0,1
526,527,132000,11.7905572,20,70,13300,5,0,TA,377,551,928,928,928,1,4,252,261,1856,4007,156,1,0,0,1,1,0,1,0,0,1,1,0,1
527,528,446261,13.00865926,60,67,14948,9,268,Ex,1330,122,1452,1476,2713,1,11,858,126,4165,4016,66,3.5,3,1,1,1,0,1,1,1,1,2,1,2
528,529,86000,11.36210258,30,58,9098,4,0,TA,348,180,528,605,605,1,5,0,0,1133,4009,144,2,0,0,1,0,0,1,0,1,1,0,0,1
529,530,200624,12.20918779,20,70.04995837,32668,6,103.6852617,Gd,1219,816,2035,2515,2515,2,9,484,0,4550,3982,200,4,0,0,1,0,0,1,0,1,1,2,0,1
530,531,175000,12.07254125,80,85,10200,6,219,Gd,783,678,1461,1509,1509,1,5,600,224,2970,3997,0,3,0,0,0,1,0,1,0,0,1,1,0,1
531,532,128000,11.75978554,70,60,6155,6,0,TA,0,611,611,751,1362,1,6,502,0,1973,4007,84,2,0,1,1,0,0,1,0,1,1,0,0,1
532,533,107500,11.58524613,20,60,7200,5,0,TA,0,0,0,827,827,1,5,392,0,827,4017,0,1,0,0,0,0,0,1,0,0,1,0,0,1
533,534,39300,10.5789798,20,50,5000,1,0,Fa,0,0,0,334,334,1,2,0,0,334,3957,0,1,0,0,0,0,0,1,0,0,1,0,0,1
534,535,178000,12.08953883,60,74,9056,8,0,Gd,0,707,707,707,1414,1,6,403,100,2121,4010,35,2.5,0,1,1,1,0,1,1,1,1,2,0,1
535,536,107500,11.58524613,190,70,7000,5,0,TA,969,148,1117,820,1347,1,5,0,85,2464,3999,148,2,0,1,1,1,0,1,0,0,1,1,0,1
536,537,188000,12.14419724,60,57,8924,7,0,TA,0,880,880,880,1724,1,8,527,120,2604,4007,155,2.5,0,1,1,1,0,1,0,1,1,2,0,1
537,538,111250,11.6195352,20,70.04995837,12735,4,0,TA,600,264,864,864,864,1,5,576,216,1728,3980,0,1,0,0,0,1,0,1,0,1,1,1,0,1
538,539,158000,11.97035031,20,70.04995837,11553,5,188,TA,673,378,1051,1159,1159,1,7,336,466,2210,3974,0,1.5,0,0,0,1,0,1,0,1,1,1,0,1
539,540,272000,12.51355735,20,70.04995837,11423,8,479,Gd,1358,223,1581,1601,1601,1,6,670,180,3182,4012,0,3,0,0,0,1,0,1,0,0,1,2,0,1
540,541,315000,12.66032792,20,85,14601,9,584,Ex,1260,578,1838,1838,1838,1,8,765,270,3676,4015,68,3,3,0,1,1,0,1,1,0,1,2,0,1
541,542,248000,12.42118403,60,70.04995837,11000,8,72,Gd,0,969,969,997,2285,1,8,648,0,3254,4007,56,2.5,3,1,1,0,0,1,0,0,1,2,0,2
542,543,213250,12.27022047,20,78,10140,7,0,Gd,144,379,1650,1680,1680,1,7,583,78,3330,4008,73,3,0,0,1,1,0,1,1,0,1,2,0,1
543,544,133000,11.79810441,120,34,4058,7,182,TA,584,0,723,767,767,1,4,367,120,1490,4005,40,2,0,0,1,1,0,1,0,0,1,2,0,1
544,545,179665,12.09884928,60,58,17104,7,0,Gd,554,100,654,664,1496,1,7,426,100,2150,4012,24,3.5,0,1,1,1,0,1,0,1,1,2,0,1
545,546,229000,12.34147728,50,70.04995837,13837,7,178,Gd,1002,0,1204,1377,2183,1,9,786,0,3387,3994,0,2.5,3,1,0,0,0,1,0,1,1,2,0,1
546,547,210000,12.25486281,50,70,8737,6,0,TA,300,765,1065,915,1635,1,6,440,0,2700,3957,182,1.5,0,1,1,0,0,1,0,1,1,0,0,1
547,548,129500,11.77143616,85,54,7244,5,0,TA,619,149,768,768,768,1,5,624,104,1536,3977,0,2,0,0,0,1,0,1,0,0,1,1,0,1
548,549,125000,11.73606902,20,49,8235,5,0,TA,180,0,825,825,825,1,4,720,140,1650,4003,50,2,0,0,1,1,0,1,0,1,1,1,0,1
549,550,263000,12.47990931,60,75,9375,7,0,Gd,0,912,912,912,2094,1,8,615,182,3006,4013,182,2.5,0,1,1,1,0,1,0,0,1,2,0,1
550,551,140000,11.8493977,120,53,4043,6,0,TA,559,510,1069,1069,1069,1,4,440,0,2138,3985,255,2,0,0,1,0,0,1,0,0,1,1,0,1
551,552,112500,11.6307085,20,50,6000,5,0,TA,308,620,928,928,928,1,5,288,0,1856,3965,0,1,0,0,0,0,0,1,0,0,1,1,0,1
552,553,255500,12.45097769,20,87,11146,8,250,Gd,0,1709,1709,1717,1717,1,7,908,169,3426,4015,39,2,3,0,1,1,0,1,1,1,1,2,1,2
553,554,108000,11.58988651,20,67,8777,4,0,TA,0,0,0,1126,1126,1,5,520,0,1126,4012,96,2,0,0,1,0,0,1,0,0,1,1,0,1
554,555,284000,12.55672952,60,85,10625,7,292,Gd,866,132,998,1006,2046,1,8,871,320,3044,4012,62,3.5,3,1,1,1,0,1,0,0,1,2,0,2
555,556,113000,11.6351431,45,58,6380,5,0,TA,0,993,993,1048,1048,1,5,280,0,2041,3956,116,1,0,0,1,0,0,1,0,0,1,0,0,1
556,557,141000,11.85651517,20,69,14850,5,0,TA,895,197,1092,1092,1092,1,6,299,268,2184,3963,122,2,0,0,1,1,0,1,0,1,1,1,0,1
557,558,108000,11.58988651,50,60,11040,4,0,TA,637,0,637,897,1336,1,7,570,0,1973,3956,167,1.5,0,1,1,0,0,1,0,0,1,1,0,0
558,559,175000,12.07254125,60,57,21872,7,0,TA,604,125,729,729,1446,1,6,406,264,2175,4005,22,3,0,1,1,1,0,1,0,1,1,2,0,1
559,560,234000,12.36307639,120,70.04995837,3196,7,18,Gd,0,1374,1374,1557,1557,1,7,420,143,2931,4010,20,2,0,0,1,1,0,1,0,0,1,2,0,1
560,561,121500,11.70766954,20,70.04995837,11341,5,180,TA,1302,90,1392,1392,1392,1,5,528,0,2784,4006,95,2.5,0,0,1,0,0,1,0,1,1,1,0,1
561,562,170000,12.04355372,20,77,10010,5,0,TA,1071,195,1389,1389,1389,1,6,418,240,2778,3981,38,2,0,0,1,1,0,1,0,0,1,1,0,1
562,563,108000,11.58988651,30,63,13907,5,0,TA,290,706,996,996,996,1,6,0,144,1992,3977,0,2,0,0,0,1,0,1,0,0,1,1,0,1
563,564,185000,12.1281111,50,66,21780,6,0,TA,0,1163,1163,1163,1674,1,8,396,72,2837,3958,180,2,0,1,1,1,0,1,0,0,1,0,0,1
564,565,268000,12.49874226,60,70.04995837,13346,7,0,Gd,728,367,1095,1166,2295,1,9,590,0,3390,4006,40,3.5,0,1,1,0,0,1,0,1,1,2,0,2
565,566,128000,11.75978554,70,66,6858,6,0,TA,0,806,806,841,1647,1,6,216,0,2453,3960,202,2.5,0,1,1,0,0,1,0,0,1,2,0,1
566,567,325000,12.69158046,60,77,11198,9,245,Gd,0,1122,1122,1134,2504,1,11,656,144,3626,4015,39,2.5,3,1,1,1,0,1,0,1,1,2,0,2
567,568,214000,12.27373129,20,70,10171,7,168,Gd,2,1515,1517,1535,1535,1,7,532,0,3052,4014,0,2,0,0,0,0,0,1,0,1,1,2,0,2
568,569,316600,12.66539443,50,79,12327,8,0,Gd,1441,55,1496,1496,2132,1,5,612,349,3628,4018,40,2.5,0,1,1,1,0,1,0,1,1,1,0,1
569,570,135960,11.820116,90,70.04995837,7032,5,0,TA,943,0,943,943,943,1,4,600,42,1886,3985,0,2,0,0,0,1,0,1,0,1,1,1,0,1
570,571,142600,11.86779879,90,74,13101,5,108,TA,231,1497,1728,1728,1728,2,10,576,0,3456,3973,0,2,0,0,0,0,0,1,0,1,1,1,0,1
571,572,120000,11.69524702,20,60,7332,6,207,TA,414,450,864,864,864,1,4,288,168,1728,3965,0,2,0,0,0,1,0,1,0,0,1,1,0,1
572,573,224500,12.32163099,60,83,13159,7,0,TA,0,846,846,846,1692,1,6,650,208,2538,4018,114,2.5,0,1,1,1,0,1,1,1,1,2,0,1
573,574,170000,12.04355372,80,76,9967,7,0,TA,0,384,384,774,1430,1,8,400,100,1814,4007,0,2.5,0,1,0,1,0,1,0,1,1,2,0,1
574,575,139000,11.84222921,80,70,10500,5,82,TA,349,23,372,576,1109,1,5,288,35,1481,4012,0,1.5,0,1,0,1,0,1,0,0,1,1,0,1
575,576,118500,11.68266824,50,80,8480,5,0,TA,442,390,832,832,1216,1,6,336,158,2048,3958,102,1,0,1,1,1,0,1,0,0,1,1,0,1
576,577,145000,11.88448902,50,52,6292,7,0,TA,0,861,861,877,1477,1,6,216,0,2338,3959,50,2.5,0,1,1,0,0,1,0,0,1,0,0,1
577,578,164500,12.01066585,80,96,11777,5,97,TA,328,285,1164,1320,1320,1,6,564,160,2484,3972,308,2,0,0,1,1,0,1,0,1,1,1,0,1
578,579,146000,11.8913619,160,34,3604,7,0,Gd,0,689,689,703,1392,1,5,540,0,2081,4015,102,2,0,1,1,0,0,1,0,0,1,2,0,1
579,580,131500,11.78676213,50,81,12150,5,335,TA,0,1050,1050,1050,1795,1,7,352,0,2845,3962,0,2,0,1,0,0,0,1,0,0,1,0,0,1
580,581,181900,12.11121236,20,70.04995837,14585,6,85,TA,594,331,1144,1429,1429,1,7,572,216,2573,3994,110,1.5,0,0,1,1,0,1,0,1,1,1,0,1
581,582,253293,12.4423022,20,98,12704,8,306,Ex,0,2042,2042,2042,2042,1,8,1390,0,4084,4018,90,2.5,3,0,1,0,0,1,1,0,1,2,0,2
582,583,118500,11.68266824,90,81,11841,6,104,TA,816,0,816,816,816,1,5,0,0,1632,3997,32,2,0,0,1,0,0,1,0,0,1,1,0,1
583,584,325000,12.69158046,75,75,13500,10,0,Ex,0,1237,1237,1521,2775,1,9,880,105,4012,4008,502,3.5,0,1,1,1,0,1,0,0,1,0,0,1
584,585,133000,11.79810441,50,51,6120,4,0,TA,0,884,884,989,1573,1,6,240,0,2457,4004,174,1,0,1,1,0,0,1,0,0,1,0,0,1
585,586,369900,12.82098798,20,88,11443,8,208,Gd,1460,408,1868,2028,2028,1,7,880,326,3896,4012,66,3,3,0,1,1,0,1,1,0,1,2,0,1
586,587,130000,11.77528973,30,55,10267,6,0,TA,210,0,816,838,838,1,5,275,0,1654,4008,112,2,0,0,1,0,0,1,0,0,1,0,0,1
587,588,137000,11.8277362,85,74,8740,5,0,TA,672,168,840,860,860,1,4,528,0,1700,3991,0,2,0,0,0,0,0,1,0,1,1,1,0,1
588,589,143000,11.87059991,20,65,25095,5,0,TA,1324,113,1437,1473,1473,1,5,452,0,2910,4012,108,3,0,0,1,0,0,1,0,1,1,1,0,1
589,590,79500,11.2835123,40,50,9100,5,0,TA,0,742,742,779,935,1,4,308,0,1677,3968,0,1,0,0,0,0,0,1,0,0,1,0,0,1
590,591,185900,12.13296417,60,64,8320,7,0,Gd,490,280,770,770,1582,1,6,520,0,2352,4012,45,2.5,0,1,1,0,0,1,0,0,1,2,0,1
591,592,451950,13.02132683,60,97,13478,10,420,Ex,1338,384,1722,1728,2296,1,10,842,382,4018,4017,274,3.5,3,1,1,1,0,1,1,1,1,2,1,2
592,593,138000,11.83500896,20,60,6600,5,0,TA,816,0,816,816,816,1,4,816,0,1632,4011,0,2,0,0,0,0,0,1,0,0,1,2,0,1
593,594,140000,11.8493977,120,70.04995837,4435,6,170,Gd,685,163,848,848,848,1,4,420,140,1696,4012,0,2,0,0,0,1,0,1,0,0,1,2,0,1
594,595,110000,11.60823564,20,88,7990,5,0,TA,0,924,924,924,924,1,5,280,0,1848,3983,0,1,0,0,0,0,0,1,0,1,1,1,0,1
595,596,319000,12.67294638,20,69,11302,8,238,Gd,1422,392,1814,1826,1826,1,7,758,180,3640,4012,195,3,3,0,1,1,0,1,0,1,1,2,0,2
596,597,114504,11.64836504,70,60,3600,6,0,TA,0,684,684,684,1368,1,7,216,0,2052,3999,158,1,0,1,1,0,0,1,0,0,1,1,0,1
597,598,194201,12.17664898,120,53,3922,7,72,Gd,0,1258,1258,1402,1402,1,7,648,120,2660,4014,16,2,3,0,1,1,0,1,1,0,1,2,0,1
598,599,217500,12.28995413,20,80,12984,5,459,TA,1283,0,1430,1647,1647,1,7,621,0,3077,3983,0,3,0,0,0,0,0,1,0,0,1,1,0,1
599,600,151000,11.92503512,160,24,1950,6,0,TA,81,23,716,716,1556,1,6,452,161,2272,3988,0,3.5,0,1,0,1,0,1,0,0,1,1,0,1
600,601,275000,12.52452638,60,74,10927,8,280,Gd,546,512,1058,1058,1904,1,8,736,179,2962,4011,60,3.5,0,1,1,1,0,1,0,0,1,2,0,2
601,602,141000,11.85651517,50,50,9000,6,0,TA,0,780,780,780,1375,1,6,544,0,2155,3957,288,1.5,0,1,1,0,0,1,0,0,1,2,0,0
602,603,220000,12.30138283,60,80,10041,8,0,Gd,789,119,908,927,1915,1,8,506,120,2823,3998,150,3.5,0,1,1,1,0,1,0,1,1,2,0,1
603,604,151000,11.92503512,160,30,3182,7,0,Gd,0,600,600,600,1200,1,4,480,0,1800,4015,172,2.5,0,1,1,0,0,1,0,0,1,2,0,1
604,605,221000,12.30591798,20,88,12803,7,99,Gd,922,572,1494,1494,1494,1,6,530,192,2988,4010,36,3,0,0,1,1,0,1,0,1,1,2,0,1
605,606,205000,12.23076526,60,85,13600,7,176,TA,454,314,768,1186,1986,1,7,486,0,2754,3999,231,2.5,0,1,1,0,0,1,0,0,1,1,0,1
606,607,152000,11.9316358,20,82,12464,5,0,TA,732,308,1040,1040,1040,1,6,576,168,2080,4005,0,2,0,0,0,1,0,1,0,1,1,2,0,1
607,608,225000,12.32385568,20,78,7800,5,0,TA,603,293,896,1112,2008,1,8,230,103,2904,4008,0,4,0,1,0,1,0,1,0,0,1,1,0,1
608,609,359100,12.79135618,70,78,12168,8,0,TA,428,537,965,1940,3194,1,10,380,0,4159,4005,0,2.5,0,1,0,0,0,1,0,0,1,2,0,1
609,610,118500,11.68266824,20,61,7943,4,192,TA,903,126,1029,1029,1029,1,5,261,64,2058,3968,39,2,0,0,1,1,0,1,0,0,1,1,0,1
610,611,313000,12.65395847,60,70.04995837,11050,9,204,Gd,904,536,1440,1476,2153,1,8,736,253,3593,4009,142,3.5,3,1,1,1,0,2,1,0,1,2,0,1
611,612,148000,11.90496755,80,70.04995837,10395,6,233,TA,605,427,1032,1032,1032,1,6,564,0,2064,3985,0,2.5,0,0,0,0,0,1,0,1,1,1,0,1
612,613,261500,12.47418956,60,70.04995837,11885,8,108,Gd,990,309,1299,1299,1872,1,7,531,160,3171,4010,122,3.5,0,1,1,1,0,1,0,0,1,2,0,1
613,614,147000,11.89818787,20,70,8402,5,0,TA,206,914,1120,1120,1120,1,6,0,0,2240,4014,30,1,0,0,1,0,0,1,0,0,1,2,0,1
614,615,75500,11.23188794,180,21,1491,4,0,TA,150,0,630,630,630,1,3,0,96,1260,3982,24,2,0,0,1,1,0,1,0,0,1,1,0,0
615,616,137500,11.8313792,85,80,8800,6,156,TA,763,173,936,1054,1054,1,6,480,120,1990,3973,0,2,0,0,0,1,0,1,0,0,1,2,0,1
616,617,183200,12.11833373,60,70.04995837,7861,6,0,Gd,457,326,783,807,1509,1,7,393,100,2292,4009,75,3.5,0,1,1,1,0,1,0,1,1,2,0,1
617,618,105500,11.56646623,45,59,7227,6,0,TA,0,832,832,832,832,1,4,528,0,1664,3962,0,1,0,0,0,0,0,1,0,0,1,1,0,1
618,619,314813,12.65973409,20,90,11694,9,452,Ex,48,1774,1822,1828,1828,1,9,774,0,3650,4014,368,2,3,0,1,0,0,1,1,0,1,2,0,2
619,620,305000,12.62806706,60,85,12244,8,226,Gd,871,611,1482,1482,2262,1,10,749,168,3744,4011,0,3.5,3,1,0,1,0,1,0,0,1,2,1,1
620,621,67000,11.1124479,30,45,8248,3,0,TA,41,823,864,864,864,1,5,0,0,1728,3958,100,2,0,0,1,0,0,1,0,0,1,0,0,1
621,622,240000,12.3883942,60,90,10800,6,0,TA,956,384,1522,1548,2614,1,9,624,38,4136,4005,243,2.5,0,1,1,1,0,1,0,0,1,1,0,1
622,623,135000,11.81303006,20,71,7064,5,153,TA,560,420,980,980,980,1,6,484,192,1960,3986,0,1,0,0,0,1,0,1,0,0,1,1,0,1
623,624,168500,12.03469103,160,70.04995837,2117,6,513,Gd,420,336,756,756,1512,1,4,440,0,2268,4007,32,2.5,0,1,1,0,0,1,0,0,1,2,0,1
624,625,165150,12.01460943,60,80,10400,6,288,TA,247,485,732,1012,1790,1,8,484,148,2522,3978,147,3,0,1,1,1,0,1,0,0,1,1,0,1
625,626,160000,11.98292909,20,87,10000,6,261,TA,0,1116,1116,1116,1116,1,5,440,0,2232,3972,385,1.5,0,0,1,0,0,1,0,1,1,1,0,1
626,627,139900,11.84868316,20,70.04995837,12342,5,0,TA,0,978,978,1422,1422,1,6,286,0,2400,3985,36,1,0,0,1,0,0,1,0,1,1,1,0,1
627,628,153000,11.9381932,80,80,9600,6,164,TA,674,350,1156,1520,1520,1,7,364,0,2676,3982,189,2,0,0,1,0,0,1,0,0,1,1,0,1
628,629,135000,11.81303006,60,70,11606,5,192,TA,650,390,1040,1040,2080,1,9,504,335,3120,3976,0,2.5,0,1,0,1,0,1,0,1,1,2,0,1
629,630,168500,12.03469103,80,82,9020,6,259,TA,624,288,1248,1350,1350,1,6,520,176,2598,3972,0,2.5,0,0,0,1,0,1,0,0,1,1,0,1
630,631,124000,11.72803684,70,50,9000,5,0,TA,0,636,636,1089,1750,1,8,240,0,2386,3997,293,1,0,1,1,0,0,1,0,0,1,0,0,1
631,632,209500,12.25247902,120,34,4590,8,108,Gd,24,1530,1554,1554,1554,1,6,627,156,3108,4013,73,2,0,0,1,1,0,1,0,0,1,2,1,2
632,633,82500,11.32055357,20,85,11900,7,209,TA,822,564,1386,1411,1411,1,6,544,192,2797,3986,0,2,0,0,0,1,0,1,0,0,1,1,0,1
633,634,139400,11.84510278,20,80,9250,5,0,TA,480,108,1056,1056,1056,1,6,260,390,2112,4012,0,1.5,0,0,0,1,0,1,0,0,1,1,0,1
634,635,144000,11.87756858,90,64,6979,6,0,TA,1056,0,1056,1056,1056,2,4,576,264,2112,3990,56,2,0,0,1,1,0,1,0,0,1,1,0,1
635,636,200000,12.20607265,190,60,10896,6,0,Fa,256,1184,1440,1440,3395,2,14,0,0,4835,4002,110,2,0,1,1,0,0,1,0,0,1,1,0,1
636,637,60000,11.00209984,30,51,6120,2,0,Fa,0,264,264,800,800,1,4,0,0,1064,3959,0,1,0,0,0,0,0,1,0,0,1,0,0,1
637,638,93000,11.44035477,190,50,6000,5,0,TA,0,811,811,811,1387,2,7,256,0,2198,3963,0,2,0,1,0,0,0,1,0,0,1,1,0,1
638,639,85000,11.35040654,30,67,8777,5,0,TA,0,796,796,796,796,1,4,0,328,1592,3958,164,1,0,0,1,1,0,1,0,0,1,1,0,1
639,640,264561,12.48582713,120,53,3982,8,0,Gd,1154,366,1520,1567,1567,1,7,648,312,3087,4012,0,3,3,0,0,1,0,1,0,0,1,2,0,1
640,641,274000,12.52088339,120,62,12677,8,472,Ex,1218,300,1518,1518,1518,1,6,588,185,3036,4012,140,1.5,0,0,1,1,0,1,1,1,1,2,0,2
641,642,226000,12.32829028,60,70.04995837,7050,7,0,Gd,738,319,1057,1057,1929,1,7,650,0,2986,4008,235,3.5,0,1,1,0,0,1,0,0,1,2,0,1
642,643,345000,12.7512997,80,75,13860,8,0,Gd,1410,542,1952,2000,2704,1,9,538,269,4656,4004,111,3.5,0,1,1,1,0,1,0,0,1,1,0,1
643,644,152000,11.9316358,60,80,10793,5,263,TA,493,0,780,780,1620,1,7,462,208,2400,3976,0,2.5,0,1,0,1,0,1,0,0,1,1,0,1
644,645,370878,12.82362845,20,85,9187,9,162,Ex,1121,645,1766,1766,1766,1,7,478,195,3532,4018,130,3.5,3,0,1,1,0,1,1,0,1,2,1,1
645,646,143250,11.87234663,20,70.04995837,10530,6,0,TA,282,664,981,981,981,1,5,576,0,1962,3978,352,2.5,0,0,1,0,0,1,0,1,1,1,0,1
646,647,98300,11.49577931,20,60,7200,5,0,TA,0,0,0,1048,1048,1,7,420,0,1048,3958,27,1,0,0,1,0,0,1,0,0,1,1,0,1
647,648,155000,11.9511804,20,85,10452,6,216,TA,500,594,1094,1094,1094,1,5,495,0,2188,3961,287,1,0,0,1,0,0,1,0,1,1,1,1,1
648,649,155000,11.9511804,60,70,7700,6,351,TA,0,756,756,1051,1839,1,7,442,0,2595,3976,340,1.5,0,1,1,0,0,1,0,0,1,1,0,1
649,650,84500,11.34450681,180,21,1936,4,0,TA,131,0,630,630,630,1,3,0,0,1260,3977,0,2,0,0,0,0,0,1,0,0,1,1,0,0
650,651,205950,12.2353887,60,65,8125,7,103.6852617,Gd,0,813,813,822,1665,1,7,562,0,2478,4015,0,2.5,0,1,0,0,0,1,0,0,1,2,0,1
651,652,108000,11.58988651,70,60,9084,4,0,TA,0,755,755,755,1510,1,7,296,120,2265,3959,0,2,0,1,0,1,0,1,0,0,1,1,0,1
652,653,191000,12.16002871,60,70,8750,7,0,Gd,0,880,880,909,1716,1,7,512,0,2596,4005,120,2.5,0,1,1,0,0,1,0,0,1,2,0,1
653,654,135000,11.81303006,50,60,10320,6,0,TA,0,756,756,756,1469,1,7,216,57,2225,4003,239,1,0,1,1,1,0,1,0,0,1,1,0,0
654,655,350000,12.76568843,20,91,10437,8,660,Gd,1696,413,2109,2113,2113,1,7,839,236,4222,4003,46,3.5,3,0,1,1,0,1,0,1,1,2,0,2
655,656,88000,11.38509209,160,21,1680,6,381,TA,0,525,525,525,1092,1,6,264,0,1617,3981,0,1.5,0,1,0,0,0,1,0,0,1,1,0,0
656,657,145500,11.88793137,20,72,10007,5,54,Gd,806,247,1053,1053,1053,1,5,312,0,2106,4014,0,2.5,0,0,0,0,0,1,0,1,1,1,0,1
657,658,149000,11.91170158,70,60,7200,7,0,TA,0,776,776,851,1502,1,6,270,0,2278,4008,112,1.5,0,1,1,0,0,1,0,0,1,0,0,1
658,659,97500,11.48760766,50,78,17503,6,0,TA,0,912,912,912,1458,1,6,330,192,2370,3960,0,1.5,0,1,0,1,0,1,0,0,1,1,0,1
659,660,167000,12.02574909,20,75,9937,5,0,TA,637,849,1486,1486,1486,1,7,480,0,2972,4008,0,2,0,0,0,0,0,1,0,0,1,2,0,1
660,661,197900,12.19551713,60,70.04995837,12384,7,233,TA,0,793,793,1142,1935,1,7,550,0,2728,3983,365,2.5,0,1,1,0,0,1,0,0,1,1,0,1
661,662,402000,12.90420737,60,52,46589,8,528,Gd,1361,88,1629,1686,2448,1,8,711,517,4077,4014,76,3.5,3,1,1,1,0,1,0,1,1,2,0,2
662,663,110000,11.60823564,20,120,13560,6,216,TA,0,1392,1392,1392,1392,1,5,576,0,2784,3977,240,2,0,0,1,0,0,1,0,0,1,1,0,1
