,Id,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SalePrice,SalePrice_log,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasSBrkr,HasExBsmtQual,HasGd,HasGLQ,HasPavedDrive,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
1111,1112,60,80.0,10480,7,1976,660.0,TA,TA,ALQ,403,400,803,TA,Y,1098,866,1964,0,0,2,1,1,TA,8,Attchd,RFn,483,TA,0,69,0,0,0,205000,12.230765258120545,2767,32,69,2.5,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1112,1113,20,73.0,7100,5,1957,0.0,TA,TA,GLQ,708,108,816,TA,Y,816,0,816,1,0,1,0,1,TA,5,Detchd,Unf,308,TA,0,0,0,0,0,129900,11.77452020265869,1632,49,0,2.0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
1113,1114,20,66.0,8923,5,1953,0.0,TA,TA,BLQ,643,365,1008,Gd,Y,1008,0,1008,1,0,1,0,1,Gd,6,Attchd,Unf,240,TA,0,18,0,0,0,134500,11.809319478024031,2016,1,18,2.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1114,1115,20,90.0,5400,5,1954,0.0,TA,TA,Rec,415,418,833,Ex,Y,833,0,833,0,0,1,0,1,Gd,4,Detchd,Unf,326,TA,0,0,0,0,0,117000,11.669929213779893,1666,6,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1115,1116,20,93.0,12085,8,2007,328.0,Gd,TA,GLQ,1004,730,1734,Ex,Y,1734,0,1734,1,0,2,0,1,Ex,7,Attchd,RFn,928,TA,0,0,0,0,0,318000,12.669806661762314,3468,0,0,3.0,3,0,0,0,0,1,1,1,1,0,1,1,0,0,2,1,2
1116,1117,80,70.04995836802665,7750,8,2002,0.0,Gd,TA,GLQ,353,55,408,Ex,Y,779,640,1419,1,0,2,1,1,Gd,7,BuiltIn,Fin,527,TA,120,0,0,0,0,184100,12.123234367221169,1827,7,0,3.5,0,1,0,1,0,1,1,1,0,0,1,1,0,0,2,0,1
1117,1118,20,57.0,9764,5,1967,0.0,TA,TA,BLQ,702,192,894,Ex,Y,894,0,894,1,0,1,0,1,Gd,5,Attchd,RFn,450,TA,0,0,0,0,0,130000,11.77528972943772,1788,5,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
1118,1119,80,85.0,13825,5,1958,0.0,TA,TA,Unf,0,533,533,TA,Y,1021,580,1601,0,1,1,0,1,TA,6,BuiltIn,RFn,300,TA,280,34,0,0,0,140000,11.84939770159144,2134,21,34,1.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
1119,1120,20,70.0,7560,5,1959,0.0,TA,TA,LwQ,369,671,1040,TA,Y,1040,0,1040,0,0,1,0,1,TA,6,Attchd,RFn,286,TA,140,0,252,0,0,133700,11.803353763090035,2080,47,252,1.0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1
1120,1121,30,59.0,8263,6,1920,0.0,TA,TA,Unf,0,1012,1012,TA,Y,1012,0,1012,0,0,1,0,1,TA,6,Detchd,Unf,308,TA,0,22,112,0,0,118400,11.681824001432043,2024,57,134,1.0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1121,1122,20,84.0,10084,7,2005,196.0,Gd,TA,GLQ,24,1528,1552,Ex,Y,1552,0,1552,0,0,2,0,1,Gd,7,Attchd,RFn,782,TA,144,20,0,0,0,212900,12.26857785088157,3104,0,20,2.0,3,0,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1
1122,1123,20,70.04995836802665,8926,4,1956,0.0,TA,TA,Unf,0,672,672,Ex,Y,960,0,960,0,0,1,0,1,TA,5,Basment,Unf,288,TA,64,0,0,0,160,112000,11.626254150277232,1632,53,160,1.0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1
1123,1124,20,50.0,9405,5,1947,0.0,TA,TA,Unf,0,698,698,Ex,Y,698,0,698,0,1,1,0,1,TA,4,None,None,0,None,0,200,0,0,0,118000,11.678439903447801,1396,1,200,1.5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1124,1125,80,70.04995836802665,9125,7,1992,170.0,TA,TA,Unf,0,384,384,Gd,Y,812,670,1482,0,0,2,1,1,Gd,7,Attchd,Fin,392,TA,100,25,0,0,0,163900,12.00701176473192,1866,15,25,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
1125,1126,20,60.0,10434,4,1955,0.0,TA,TA,Unf,0,1005,1005,TA,Y,1005,0,1005,0,0,1,0,1,Fa,5,Detchd,Unf,672,Fa,0,0,0,0,0,115000,11.652687407345388,2010,54,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1126,1127,120,53.0,3684,7,2007,130.0,Gd,TA,Unf,0,1373,1373,Ex,Y,1555,0,1555,0,0,2,0,1,Gd,7,Attchd,Fin,660,TA,143,20,0,0,0,174000,12.066810578196666,2928,2,20,2.0,3,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
1127,1128,20,182.0,14572,7,2004,0.0,Gd,TA,GLQ,1300,230,1530,Ex,Y,1530,0,1530,1,0,2,0,1,Gd,7,Attchd,Fin,630,TA,144,36,0,0,0,259000,12.464583340681674,3060,3,36,3.0,3,0,1,1,0,1,1,1,0,0,1,1,1,0,2,0,1
1128,1129,60,59.0,11796,7,2004,0.0,Gd,TA,Unf,0,847,847,Ex,Y,847,1112,1959,0,0,2,1,1,Gd,8,BuiltIn,Fin,434,TA,100,48,0,0,0,215000,12.2783933071098,2806,2,48,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
1129,1130,90,60.0,7200,5,1980,180.0,TA,TA,GLQ,936,0,936,TA,Y,936,0,936,1,0,1,0,1,TA,4,Detchd,Unf,672,TA,49,0,0,0,0,140000,11.84939770159144,1872,27,0,2.0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1
1130,1131,50,65.0,7804,4,1928,0.0,TA,TA,BLQ,622,500,1122,TA,Y,1328,653,1981,1,0,2,0,1,Gd,7,Detchd,Unf,576,TA,431,44,0,0,0,135000,11.813030057420567,3103,59,44,3.0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
1131,1132,20,63.0,10712,5,1991,0.0,TA,TA,BLQ,212,762,974,TA,Y,974,0,974,0,0,1,0,1,TA,5,None,None,0,None,0,28,0,0,0,93500,11.44571671527678,1948,15,28,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1
1132,1133,70,90.0,9900,6,1880,0.0,TA,TA,Unf,0,1008,1008,TA,Y,1178,1032,2210,0,0,2,0,1,Fa,8,Detchd,Unf,205,Fa,0,48,0,0,0,117500,11.67419361256635,3218,57,48,2.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1133,1134,60,80.0,9828,8,1995,0.0,Gd,TA,GLQ,584,544,1128,Ex,Y,1142,878,2020,0,0,2,1,1,Gd,8,Attchd,RFn,466,TA,0,155,0,0,0,239500,12.386308695833106,3148,14,155,2.5,0,1,1,0,0,1,1,1,0,0,1,1,1,0,2,0,1
1134,1135,60,57.0,8773,6,1997,0.0,TA,TA,Unf,0,916,916,Gd,Y,916,684,1600,0,0,2,1,1,TA,7,Attchd,Fin,460,TA,100,38,0,0,0,169000,12.037653993905211,2516,10,38,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
1135,1136,30,60.0,6180,6,1926,0.0,TA,TA,Unf,0,960,960,TA,N,986,0,986,0,0,1,0,1,TA,5,Detchd,Unf,180,TA,0,128,0,0,0,102000,11.532728092266408,1946,57,128,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
1136,1137,50,80.0,9600,6,1950,0.0,TA,TA,BLQ,280,752,1032,TA,Y,1032,220,1252,0,0,1,0,1,TA,6,Attchd,Unf,288,TA,0,0,96,0,0,119000,11.686878772093667,2284,58,96,1.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
1137,1138,50,54.0,6342,5,1875,0.0,TA,TA,Unf,0,780,780,Gd,N,780,240,1020,0,0,1,0,1,TA,6,None,None,0,None,0,0,176,0,0,94000,11.451050061252142,1800,14,176,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
1138,1139,20,70.04995836802665,9819,6,1977,0.0,TA,TA,ALQ,1567,0,1567,TA,Y,1567,0,1567,1,0,2,0,1,Gd,5,Attchd,RFn,714,TA,264,32,0,0,0,196000,12.185869938212655,3134,32,32,3.0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,2,0,1
1139,1140,30,98.0,8731,5,1920,0.0,TA,TA,BLQ,645,270,915,TA,Y,1167,0,1167,0,0,1,0,1,TA,6,Detchd,Unf,495,TA,0,0,216,0,126,144000,11.877568578558138,2082,57,342,1.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1
1140,1141,20,60.0,7350,5,1951,0.0,TA,TA,ALQ,852,100,952,TA,Y,952,0,952,1,0,1,0,1,TA,4,Detchd,Unf,840,TA,0,0,0,0,0,139000,11.842229212112828,1904,57,0,2.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1141,1142,60,70.04995836802665,10304,5,1976,44.0,TA,TA,ALQ,381,399,780,Ex,Y,1088,780,1868,1,0,2,1,1,Gd,9,Attchd,Unf,484,TA,448,96,0,0,0,197500,12.193493863323313,2648,33,96,3.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
1142,1143,60,77.0,9965,8,2006,340.0,Gd,TA,GLQ,1150,316,1466,Ex,Y,1466,1362,2828,1,0,3,0,1,Gd,11,BuiltIn,RFn,1052,TA,125,144,0,0,0,424870,12.959538518762063,4294,0,144,4.0,3,1,1,1,0,1,1,1,1,1,1,1,0,0,2,1,1
1143,1144,20,70.04995836802665,9000,5,1959,0.0,TA,TA,GLQ,288,718,1006,TA,Y,1006,0,1006,0,0,1,0,1,TA,5,None,None,0,None,0,24,0,0,0,80000,11.289781913656018,2012,49,24,1.0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
1144,1145,190,60.0,12180,4,1941,0.0,TA,TA,BLQ,348,324,672,Fa,N,672,252,924,1,0,1,0,1,Fa,5,Detchd,Unf,280,TA,0,0,0,0,0,80000,11.289781913656018,1596,60,0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1145,1146,50,52.0,6240,5,1928,0.0,TA,TA,Unf,0,1042,1042,Ex,Y,1042,534,1576,0,0,1,0,1,TA,8,Detchd,Unf,225,TA,0,0,0,0,0,149000,11.911701584927597,2618,56,0,1.0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
1146,1147,20,70.04995836802665,11200,6,1985,85.0,Gd,TA,GLQ,1258,40,1298,TA,Y,1298,0,1298,1,0,2,0,1,Gd,5,Attchd,Unf,403,TA,165,26,0,0,0,180000,12.100712129872347,2596,21,26,3.0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
1147,1148,70,75.0,12000,7,1941,0.0,TA,TA,Rec,275,429,704,Ex,Y,860,704,1564,0,0,1,1,1,Fa,7,Attchd,Unf,234,TA,0,0,0,0,0,174500,12.069680020624618,2268,59,0,1.5,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1148,1149,50,70.04995836802665,5700,7,1926,0.0,TA,TA,Unf,0,572,572,TA,Y,572,539,1111,0,0,1,0,1,TA,5,Detchd,Unf,288,TA,0,0,176,0,0,116900,11.66907414746016,1683,58,176,1.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1
1149,1150,70,50.0,9000,7,1920,0.0,TA,TA,ALQ,624,26,650,Ex,Y,832,650,1482,0,1,1,0,1,TA,7,Detchd,Unf,324,TA,0,0,0,0,0,143000,11.870599909242044,2132,21,0,1.5,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,0,1
1150,1151,20,57.0,8280,6,1950,0.0,TA,TA,Unf,0,932,932,Ex,Y,932,0,932,0,0,1,0,1,Gd,4,Attchd,Unf,306,TA,0,0,214,0,0,124000,11.728036844587175,1864,57,214,1.0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1
1151,1152,20,134.0,17755,5,1959,132.0,TA,TA,BLQ,176,1290,1466,TA,Y,1466,0,1466,0,0,1,1,1,Fa,6,Attchd,Fin,528,TA,0,140,0,0,100,149900,11.917723684090689,2932,47,240,1.5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1152,1153,20,90.0,14115,6,1956,0.0,TA,TA,ALQ,296,230,1073,Ex,Y,1811,0,1811,0,0,1,0,1,Ex,6,Attchd,Fin,470,TA,0,0,280,0,0,230000,12.345834587905333,2884,2,280,1.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
1153,1154,30,70.04995836802665,5890,6,1930,0.0,Gd,TA,ALQ,538,278,816,Ex,Y,816,0,816,0,0,1,0,1,TA,5,Detchd,Unf,432,TA,0,0,96,0,0,120500,11.699405031912846,1632,1,96,1.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1154,1155,60,70.04995836802665,13700,7,1965,288.0,TA,TA,ALQ,454,410,864,TA,Y,902,918,1820,0,0,1,2,1,Gd,8,Attchd,Unf,492,TA,60,84,0,0,273,201800,12.215032386901646,2684,20,357,2.0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1
1155,1156,20,90.0,10768,5,1976,0.0,Gd,TA,ALQ,1157,280,1437,TA,Y,1437,0,1437,1,0,2,0,1,Gd,6,Attchd,RFn,528,TA,0,21,0,0,180,218000,12.292250341771226,2874,3,201,3.0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1
1156,1157,80,85.0,9350,5,1965,0.0,TA,TA,ALQ,633,586,1219,Gd,Y,1265,0,1265,0,1,2,0,1,Gd,6,Attchd,RFn,502,TA,0,92,0,96,0,179900,12.100156419938624,2484,9,188,2.5,0,0,1,0,0,1,1,1,0,1,0,1,0,0,2,0,1
1157,1158,120,34.0,5001,7,2007,166.0,Gd,TA,GLQ,904,410,1314,Ex,Y,1314,0,1314,1,0,2,0,1,Gd,6,Attchd,RFn,626,TA,172,62,0,0,0,230000,12.345834587905333,2628,1,62,3.0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,2,1,2
1158,1159,20,92.0,11932,8,2007,186.0,Gd,TA,Unf,0,1580,1580,Ex,Y,1580,0,1580,0,0,2,0,1,Gd,7,Attchd,RFn,830,TA,0,24,0,0,0,235128,12.367885325692589,3160,0,24,2.0,3,0,1,0,0,1,1,1,0,0,0,1,0,0,2,1,1
1159,1160,60,76.0,9120,6,1974,270.0,Gd,TA,ALQ,442,459,901,TA,Y,943,933,1876,0,0,2,1,1,Gd,8,Attchd,RFn,540,Gd,0,69,0,0,0,185000,12.128111104060462,2777,34,69,2.5,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1160,1161,160,24.0,2280,6,1978,0.0,TA,TA,ALQ,311,544,855,Fa,Y,855,601,1456,0,0,2,1,1,TA,7,Attchd,Unf,440,TA,26,0,0,0,0,146000,11.891361900690473,2311,32,0,2.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
1161,1162,20,70.04995836802665,14778,6,1954,72.0,Gd,TA,BLQ,728,568,1296,Ex,Y,1640,0,1640,1,0,1,0,1,Gd,7,Detchd,Unf,924,TA,108,0,0,216,0,224000,12.319401330837177,2936,2,216,2.0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1
1162,1163,20,109.0,8724,5,1968,0.0,TA,TA,BLQ,492,402,894,Gd,Y,894,0,894,0,0,1,0,1,TA,5,Attchd,Fin,450,TA,0,0,0,0,0,129000,11.76756768334381,1788,39,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1163,1164,90,60.0,12900,4,1969,0.0,TA,TA,GLQ,1198,0,1198,TA,Y,1258,0,1258,2,0,0,2,2,TA,6,CarPort,Unf,400,Fa,120,0,0,0,0,108959,11.598726943661342,2456,39,0,3.0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1
1164,1165,80,70.04995836802665,16157,5,1978,0.0,TA,TA,ALQ,680,289,1360,Ex,Y,1432,0,1432,1,0,1,1,1,Gd,5,Attchd,Unf,588,TA,168,180,0,0,0,194000,12.175613438045465,2792,29,180,2.5,0,0,1,1,0,1,1,1,0,1,0,1,1,0,2,0,1
1165,1166,20,79.0,9541,7,2009,268.0,Gd,TA,Unf,0,1502,1502,Ex,Y,1502,0,1502,0,0,2,0,1,Gd,7,Attchd,RFn,644,TA,0,114,0,0,0,233170,12.359523080243038,3004,0,114,2.0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,2,1,2
1166,1167,20,64.0,10475,8,2008,72.0,Gd,TA,Unf,0,1694,1694,Ex,Y,1694,0,1694,0,0,2,0,1,Gd,7,Attchd,RFn,776,TA,160,33,0,0,0,245350,12.41044104151805,3388,2,33,2.0,3,0,1,1,0,1,1,1,0,0,0,1,1,0,2,1,1
1167,1168,60,58.0,10852,6,2000,0.0,TA,TA,GLQ,786,173,959,Ex,Y,959,712,1671,1,0,2,1,1,TA,7,Attchd,Fin,472,TA,0,38,0,0,0,173000,12.061046873479915,2630,6,38,3.5,0,1,1,0,0,1,1,1,0,0,1,1,1,0,2,0,1
1168,1169,70,120.0,13728,6,1935,0.0,TA,TA,Rec,626,501,1127,Ex,Y,1236,872,2108,0,0,2,0,1,Gd,7,Basment,Unf,540,TA,0,0,0,0,90,235000,12.367340793126296,3235,22,90,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1170,1171,80,76.0,9880,6,1977,0.0,TA,TA,ALQ,522,574,1096,TA,Y,1118,0,1118,1,0,1,0,1,TA,6,Attchd,Fin,358,TA,203,0,0,0,0,171000,12.049418835484797,2214,31,0,2.0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
1171,1172,20,76.0,9120,6,1958,0.0,TA,TA,ALQ,662,599,1261,Ex,Y,1261,0,1261,1,0,1,0,1,TA,6,Attchd,RFn,433,TA,0,0,0,0,288,163000,12.0015054797889,2522,50,288,2.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1172,1173,160,35.0,4017,7,2006,0.0,Gd,TA,Unf,0,625,625,Ex,Y,625,625,1250,0,0,2,1,1,Gd,5,Detchd,Fin,625,TA,0,54,0,0,0,171900,12.05466819137094,1875,1,54,2.5,0,1,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1
1173,1174,50,138.0,18030,5,1946,0.0,TA,TA,Rec,152,977,1598,TA,Y,1636,971,3086,0,0,3,0,1,Ex,12,None,None,0,None,122,0,0,0,0,200500,12.20856952572876,4684,13,0,3.0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
1174,1175,70,80.0,16560,6,1932,0.0,TA,TA,Rec,503,449,952,TA,Y,1170,1175,2345,0,0,2,1,1,TA,9,Detchd,Unf,360,TA,0,0,0,0,0,239000,12.384218830913648,3297,56,0,2.5,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
1175,1176,50,85.0,10678,8,1992,337.0,Gd,TA,GLQ,700,983,1683,Ex,Y,2129,743,2872,0,0,2,1,1,Gd,9,Attchd,Fin,541,TA,0,33,0,0,0,285000,12.560244459250788,4555,7,33,2.5,0,1,1,0,0,1,1,1,0,0,1,1,0,0,2,0,2
1176,1177,20,37.0,6951,5,1984,0.0,TA,TA,ALQ,658,218,876,TA,Y,923,0,923,1,0,1,0,1,TA,5,Attchd,Unf,264,TA,362,0,0,0,0,119500,11.691071650353702,1799,23,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1
1177,1178,50,70.04995836802665,3950,6,1926,0.0,TA,TA,Rec,468,350,818,TA,Y,818,406,1224,0,0,1,0,1,TA,5,Detchd,Unf,210,TA,0,0,116,0,0,115000,11.652687407345388,2042,5,116,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
1178,1179,50,54.0,7681,5,1921,0.0,TA,TA,Unf,0,731,731,Ex,Y,820,523,1343,0,0,1,1,1,TA,7,Detchd,Unf,186,Fa,192,0,102,0,0,154900,11.95053502640496,2074,59,102,1.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
1179,1180,20,77.0,8335,5,1954,0.0,TA,None,None,0,0,0,Gd,Y,1124,0,1124,0,0,1,0,1,TA,5,None,None,0,None,0,36,190,0,0,93000,11.440354772135393,1124,52,226,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1180,1181,60,70.04995836802665,11170,7,1990,0.0,TA,TA,LwQ,1216,0,1216,Ex,Y,1298,1216,2514,0,0,2,1,1,TA,8,Attchd,Fin,693,TA,0,0,0,0,0,250000,12.429216196844383,3730,15,0,2.5,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1
1181,1182,120,64.0,5587,8,2008,186.0,Ex,TA,GLQ,1480,120,1600,Ex,Y,1652,0,1652,1,1,2,0,1,Gd,5,Attchd,Fin,482,TA,162,53,0,153,0,392500,12.8802918162046,3252,0,206,3.5,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1
1182,1183,60,160.0,15623,10,1996,0.0,Gd,TA,GLQ,2096,300,2396,Ex,Y,2411,2065,4476,1,0,3,1,1,Ex,10,Attchd,Fin,813,TA,171,78,0,0,0,745000,13.521139497361697,6872,11,78,4.5,3,1,1,1,1,1,1,1,1,0,1,1,1,0,2,0,2
1183,1184,30,60.0,10800,5,1920,0.0,TA,TA,Rec,821,299,1120,Ex,Y,1130,0,1130,1,0,1,0,1,TA,5,Detchd,Unf,720,TA,229,0,0,0,0,120000,11.695247021764184,2250,56,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
1184,1185,20,50.0,35133,5,1963,226.0,TA,TA,Rec,1159,413,1572,Gd,Y,1572,0,1572,1,0,1,1,1,TA,5,2Types,RFn,995,TA,0,263,0,0,263,186700,12.137258329529814,3144,44,526,2.5,3,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1
1185,1186,50,60.0,9738,5,1924,0.0,TA,TA,BLQ,392,392,784,Gd,Y,949,272,1221,1,0,1,0,1,TA,7,Attchd,Unf,392,TA,0,0,236,0,0,104900,11.560762794384388,2005,56,236,2.0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
1186,1187,190,107.0,10615,3,1900,0.0,TA,TA,BLQ,440,538,978,TA,Y,1014,685,1699,1,0,2,0,2,TA,7,CarPort,Unf,420,Fa,0,74,0,0,0,95000,11.461632170582678,2677,39,74,3.0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1
1187,1188,20,89.0,12461,8,1994,0.0,Gd,TA,GLQ,1456,168,1624,Ex,Y,1624,0,1624,1,0,2,0,1,Gd,5,Attchd,RFn,757,TA,0,114,192,0,0,262000,12.476099782743233,3248,11,306,3.0,3,0,1,0,0,1,1,1,0,0,1,1,0,0,2,0,2
1188,1189,60,68.0,8935,7,2002,95.0,Gd,TA,Unf,0,831,831,Ex,Y,831,829,1660,0,0,2,1,1,Gd,7,Attchd,RFn,493,TA,144,68,0,0,0,195000,12.180754837545884,2491,7,68,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
1189,1190,60,60.0,7500,7,1999,0.0,TA,TA,Unf,0,994,994,Gd,Y,1028,776,1804,0,0,2,1,1,Gd,7,Attchd,Fin,442,TA,140,60,0,0,0,189000,12.14950229404178,2798,11,60,2.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,1
1190,1191,190,70.04995836802665,32463,4,1961,149.0,TA,TA,BLQ,1159,90,1249,Ex,Y,1622,0,1622,1,0,1,0,1,TA,7,2Types,Fin,1356,TA,439,0,0,0,0,168000,12.031719258385396,2871,32,0,2.0,3,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1
1191,1192,160,24.0,2645,8,1999,456.0,Gd,TA,Unf,0,776,776,Ex,Y,764,677,1441,0,0,2,1,1,Gd,5,Detchd,Unf,492,TA,206,0,0,0,0,174000,12.066810578196666,2217,7,0,2.5,0,1,0,1,0,1,1,1,0,0,0,1,0,0,2,0,1
1192,1193,50,60.0,9600,5,1925,0.0,TA,TA,Unf,0,702,702,Gd,Y,842,630,1472,0,0,1,0,1,Gd,6,Detchd,Unf,250,TA,0,0,84,0,0,125000,11.736069016284437,2174,13,84,1.0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1
1193,1194,120,70.04995836802665,4500,6,1999,425.0,TA,TA,GLQ,883,341,1224,Ex,Y,1224,0,1224,1,0,2,0,1,TA,5,Attchd,Fin,402,TA,0,304,0,0,0,165000,12.013700752882718,2448,10,304,3.0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,2,0,1
1194,1195,60,80.0,9364,6,1969,143.0,TA,TA,ALQ,371,292,663,TA,Y,663,689,1352,0,0,1,1,1,TA,7,Attchd,Fin,299,TA,379,36,0,0,0,158000,11.970350312009105,2015,41,36,1.5,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1
1195,1196,60,51.0,8029,6,2005,0.0,TA,TA,Unf,0,728,728,Ex,Y,728,728,1456,0,0,2,1,1,Gd,8,Attchd,Fin,400,TA,100,24,0,0,0,176000,12.078239274020289,2184,3,24,2.5,0,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
1196,1197,60,58.0,14054,7,2006,0.0,Gd,TA,Unf,0,879,879,Ex,Y,879,984,1863,0,0,2,1,1,Gd,9,BuiltIn,Fin,660,TA,100,17,0,0,0,219210,12.297785453453374,2742,0,17,2.5,3,1,1,1,0,1,1,1,0,0,0,1,1,0,2,0,1
1197,1198,75,65.0,8850,7,1916,0.0,TA,TA,Unf,0,815,815,Ex,Y,815,875,1690,0,0,1,0,1,TA,7,Detchd,Unf,225,TA,0,0,330,0,0,144000,11.877568578558138,2505,56,330,1.0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1
1198,1199,20,70.0,9100,7,2001,0.0,Gd,TA,Unf,0,1212,1212,Ex,Y,1212,0,1212,0,0,2,0,1,Gd,6,Attchd,RFn,573,TA,356,0,0,0,0,178000,12.089538829274222,2424,8,0,2.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,0,1
1199,1200,20,75.0,11235,4,1963,51.0,TA,TA,Rec,547,504,1051,Gd,Y,1382,0,1382,0,0,1,1,1,TA,6,Attchd,Unf,459,TA,0,82,0,0,0,148000,11.904967552746252,2433,27,82,1.5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1200,1201,20,71.0,9353,4,1970,0.0,TA,TA,Unf,0,864,864,Gd,Y,864,0,864,0,0,1,0,1,TA,5,Attchd,Unf,280,TA,0,0,0,0,0,116050,11.661776411702583,1728,36,0,1.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
