,Id,LotFrontage,LotArea,LotShape,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log
1196,1197,58.0,14054,IR1,Gtl,Gilbert,7,5,2006,2006,None,0.0,PConc,0,0,879,879,879,984,0,1863,0,0,2,1,4,1,9,1,2006.0,3,660,100,17,0,0,0,0,0,11,2006,219210,12.297785453453374
1197,1198,65.0,8850,IR1,Gtl,OldTown,7,6,1916,1950,None,0.0,BrkTil,0,0,815,815,815,875,0,1690,0,0,1,0,3,1,7,1,1916.0,1,225,0,0,330,0,0,0,0,7,2006,144000,11.877568578558138
1198,1199,70.0,9100,Reg,Gtl,CollgCr,7,5,2001,2001,None,0.0,PConc,0,0,1212,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2001.0,2,573,356,0,0,0,0,0,0,6,2009,178000,12.089538829274222
1199,1200,75.0,11235,Reg,Gtl,Sawyer,4,5,1963,1979,BrkFace,51.0,CBlock,547,0,504,1051,1382,0,0,1382,0,0,1,1,3,1,6,1,1974.0,2,459,0,82,0,0,0,0,0,10,2006,148000,11.904967552746252
1200,1201,71.0,9353,Reg,Gtl,NAmes,4,5,1970,1970,None,0.0,CBlock,0,0,864,864,864,0,0,864,0,0,1,0,3,1,5,0,1972.0,1,280,0,0,0,0,0,0,0,7,2006,116050,11.661776411702583
1201,1202,80.0,10400,Reg,Gtl,CollgCr,7,5,1998,1998,None,0.0,PConc,0,0,866,866,866,913,0,1779,0,0,2,1,3,1,6,0,1998.0,2,546,198,36,0,0,0,0,0,3,2009,197900,12.195517131590657
1202,1203,50.0,6000,Reg,Gtl,BrkSide,5,8,1925,1997,None,0.0,BrkTil,0,0,884,884,884,464,0,1348,1,0,1,0,3,1,5,1,1960.0,1,216,0,0,208,0,0,0,0,5,2009,117000,11.669929213779893
1203,1204,75.0,9750,Reg,Gtl,CollgCr,7,5,2000,2001,BrkFace,171.0,PConc,0,0,1630,1630,1630,0,0,1630,0,0,2,0,3,1,6,1,2000.0,2,451,74,234,0,0,0,0,0,10,2009,213000,12.269047444691562
1204,1205,78.0,10140,Reg,Gtl,NWAmes,5,6,1975,1975,None,0.0,CBlock,788,0,268,1056,1074,0,0,1074,1,0,1,1,3,1,6,0,1975.0,2,495,0,88,0,0,0,0,0,7,2006,153500,11.941455846009388
1205,1206,90.0,14684,IR1,Gtl,SawyerW,7,7,1990,1991,BrkFace,234.0,CBlock,485,177,1496,2158,2196,0,0,2196,0,0,2,0,3,1,7,1,1990.0,3,701,84,70,0,0,0,0,0,6,2009,271900,12.513189630620563
1206,1207,70.04995836802665,8900,Reg,Gtl,SawyerW,4,4,1966,1966,None,0.0,CBlock,1056,0,0,1056,1056,0,0,1056,1,0,1,0,2,1,5,0,1966.0,1,384,0,42,0,0,0,0,0,11,2006,107000,11.580584113444043
1207,1208,70.0,9135,Reg,Gtl,CollgCr,6,5,2003,2003,BrkFace,120.0,PConc,340,0,1342,1682,1700,0,0,1700,1,0,2,0,3,1,7,0,2003.0,2,544,192,23,0,0,0,0,0,5,2006,200000,12.206072645530174
1208,1209,70.0,7763,Reg,Gtl,NAmes,5,7,1962,1980,None,0.0,CBlock,504,108,319,931,1283,0,0,1283,1,0,1,0,3,1,6,0,1980.0,2,506,0,0,0,0,0,0,0,10,2008,140000,11.84939770159144
1209,1210,85.0,10182,IR1,Gtl,Somerst,8,5,2006,2006,Stone,420.0,PConc,1220,0,440,1660,1660,0,0,1660,1,0,2,0,3,1,8,1,2006.0,2,500,322,50,0,0,0,0,0,5,2006,290000,12.577636201962656
1210,1211,70.0,11218,Reg,Gtl,SawyerW,6,5,1992,1992,None,0.0,PConc,0,0,1055,1055,1055,790,0,1845,0,0,2,1,3,1,8,1,1992.0,2,462,635,104,0,0,0,0,400,5,2010,189000,12.14950229404178
1211,1212,152.0,12134,IR1,Mod,Gilbert,8,7,1988,2005,None,0.0,Wood,427,0,132,559,1080,672,0,1752,0,0,2,0,4,1,8,0,1988.0,2,492,325,12,0,0,0,0,0,6,2010,164000,12.007621706806335
1212,1213,50.0,9340,Reg,Gtl,Edwards,4,6,1941,1950,None,0.0,CBlock,344,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,1941.0,1,234,0,113,0,0,0,0,0,8,2009,113000,11.635143097694478
1213,1214,70.04995836802665,10246,IR1,Gtl,Sawyer,4,9,1965,2001,None,0.0,CBlock,648,0,0,648,960,0,0,960,1,1,0,0,0,1,3,0,1965.0,1,364,88,0,0,0,0,0,0,5,2006,145000,11.884489021402711
1214,1215,69.0,10205,IR1,Gtl,NAmes,5,5,1962,1962,None,0.0,CBlock,784,0,141,925,999,0,0,999,1,0,1,0,3,1,6,0,1962.0,1,300,150,72,0,0,0,0,0,5,2006,134500,11.809319478024031
1215,1216,99.0,7094,IR1,Gtl,Sawyer,5,5,1966,1966,None,0.0,CBlock,180,374,340,894,894,0,0,894,0,0,1,0,3,1,5,0,1966.0,1,384,0,0,0,0,0,0,0,5,2007,125000,11.736069016284437
1216,1217,68.0,8930,Reg,Gtl,Sawyer,6,5,1978,1978,None,0.0,Slab,0,0,0,0,1318,584,0,1902,0,0,2,0,4,2,8,0,1978.0,2,539,0,0,0,0,0,0,0,4,2010,112000,11.626254150277232
1217,1218,72.0,8640,Reg,Gtl,Somerst,8,5,2009,2009,Stone,72.0,PConc,936,0,364,1300,1314,0,0,1314,1,0,2,0,3,1,6,0,2009.0,2,552,135,112,0,0,0,0,0,9,2009,229456,12.343466568968994
1218,1219,52.0,6240,Reg,Gtl,BrkSide,4,5,1947,1950,None,0.0,Slab,0,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,1947.0,0,0,0,0,0,0,0,0,0,7,2006,80500,11.296012463406655
1219,1220,21.0,1680,Reg,Gtl,BrDale,6,5,1971,1971,BrkFace,236.0,CBlock,0,0,672,672,672,546,0,1218,0,0,1,1,3,1,7,0,1971.0,0,0,201,0,0,0,0,0,0,4,2006,91500,11.424094251263613
1220,1221,66.0,7800,IR1,Gtl,NAmes,5,5,1964,1964,None,0.0,CBlock,312,600,0,912,912,0,0,912,0,0,1,0,2,1,5,0,1964.0,1,288,0,0,0,0,0,0,0,11,2006,115000,11.652687407345388
1221,1222,55.0,8250,Reg,Gtl,Sawyer,5,5,1968,1968,None,0.0,CBlock,250,492,210,952,1211,0,0,1211,0,0,1,0,3,1,5,1,1968.0,1,322,0,63,0,0,0,0,0,8,2008,134000,11.805595078933049
1222,1223,78.0,10496,Reg,Gtl,NAmes,6,6,1949,1950,BrkFace,320.0,CBlock,196,0,844,1040,1168,678,0,1846,0,0,2,0,3,1,7,1,1949.0,1,315,0,0,0,0,0,0,0,1,2007,143000,11.870599909242044
1223,1224,89.0,10680,Reg,Gtl,NAmes,5,3,1951,1951,BrkFace,44.0,CBlock,756,0,1380,2136,2136,0,0,2136,0,0,2,0,4,1,7,0,1951.0,2,528,0,30,0,0,0,0,0,10,2006,137900,11.834284063781393
1224,1225,60.0,15384,IR1,Gtl,Gilbert,7,5,2004,2005,None,0.0,PConc,724,0,64,788,788,702,0,1490,1,0,2,1,3,1,8,1,2004.0,2,388,100,75,0,0,0,0,0,2,2008,184000,12.122691036591123
1225,1226,65.0,10482,Reg,Gtl,NAmes,6,8,1958,1958,BrkFace,63.0,CBlock,507,0,81,588,1138,0,0,1138,0,1,1,0,3,1,6,0,1958.0,1,264,224,0,0,0,0,0,0,6,2007,145000,11.884489021402711
1226,1227,86.0,14598,IR1,Gtl,Somerst,6,5,2007,2007,Stone,74.0,PConc,0,0,894,894,894,1039,0,1933,0,0,2,1,4,1,9,1,2007.0,3,668,100,18,0,0,0,0,0,1,2008,214000,12.273731294003989
1227,1228,72.0,8872,Reg,Gtl,NAmes,5,8,1965,2008,BrkFace,300.0,CBlock,595,0,317,912,912,0,0,912,1,0,1,0,2,1,5,0,1992.0,2,576,0,240,0,0,0,0,0,12,2008,147000,11.898187865760873
1228,1229,65.0,8769,Reg,Gtl,NridgHt,9,5,2008,2008,BrkFace,766.0,PConc,1540,0,162,1702,1702,0,0,1702,1,0,1,1,1,1,7,1,2008.0,3,1052,0,72,0,0,224,0,0,10,2008,367294,12.813917896253697
1229,1230,70.0,7910,Reg,Gtl,NAmes,5,5,1960,1960,None,0.0,CBlock,666,0,409,1075,1507,0,0,1507,0,0,2,0,4,1,7,0,1960.0,1,404,0,0,0,0,0,0,0,8,2008,127000,11.751942365440728
1230,1231,70.04995836802665,18890,IR1,Gtl,Sawyer,5,5,1977,1977,None,1.0,CBlock,498,211,652,1361,1361,1259,0,2620,0,0,2,2,4,2,12,1,1977.0,2,600,155,24,145,0,0,0,8300,8,2007,190000,12.154779351142624
1231,1232,70.0,7728,Reg,Gtl,NAmes,5,6,1962,1962,BrkFace,120.0,CBlock,803,0,303,1106,1190,0,0,1190,1,0,1,0,3,1,6,0,1962.0,2,540,0,18,0,0,0,0,0,5,2006,132500,11.794337924408413
1232,1233,70.0,9842,Reg,Gtl,NAmes,4,5,1962,1962,None,0.0,Slab,0,0,0,0,1224,0,0,1224,0,0,2,0,2,2,6,0,1962.0,2,462,0,0,0,0,0,0,0,3,2007,101800,11.53076538309856
1233,1234,70.04995836802665,12160,IR1,Gtl,NAmes,5,5,1959,1959,BrkFace,180.0,CBlock,1000,0,188,1188,1188,0,0,1188,1,0,1,0,3,1,6,0,1959.0,2,531,0,0,0,0,0,0,0,5,2010,142000,11.863582336583399
1234,1235,55.0,8525,Reg,Gtl,SWISU,5,6,1911,1950,None,0.0,PConc,0,0,940,940,1024,940,0,1964,0,0,1,1,4,1,7,0,1911.0,0,0,0,192,0,0,0,0,0,11,2008,130000,11.77528972943772
1235,1236,96.0,13132,Reg,Gtl,Crawfor,5,5,1914,1950,None,0.0,BrkTil,0,0,747,747,892,892,0,1784,0,0,1,1,4,1,9,0,1914.0,1,180,203,40,0,0,0,0,0,7,2006,138887,11.841415931849784
1236,1237,36.0,2628,Reg,Gtl,NridgHt,7,5,2003,2003,Stone,106.0,PConc,0,0,764,764,764,862,0,1626,0,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,6,2010,175500,12.075394321888057
1237,1238,41.0,12393,IR2,Gtl,CollgCr,7,5,2004,2005,None,0.0,PConc,0,0,847,847,847,1101,0,1948,0,0,2,1,4,1,8,1,2004.0,2,434,100,48,0,0,0,0,0,9,2006,195000,12.180754837545884
1238,1239,63.0,13072,Reg,Gtl,SawyerW,6,5,2005,2005,None,0.0,PConc,0,0,1141,1141,1141,0,0,1141,0,0,1,1,3,1,6,0,2005.0,2,484,0,0,0,0,0,0,0,3,2006,142500,11.867097278690842
1239,1240,64.0,9037,IR1,Gtl,Timber,8,5,2006,2006,BrkFace,32.0,PConc,428,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,2006.0,2,472,120,33,0,0,0,0,0,12,2007,265900,12.490875577231112
1240,1241,65.0,8158,Reg,Gtl,CollgCr,7,5,2003,2003,BrkFace,252.0,PConc,550,0,334,884,884,884,0,1768,1,0,2,1,3,1,8,0,2003.0,2,543,0,63,0,0,0,0,0,7,2008,224900,12.323411137947407
1241,1242,83.0,9849,Reg,Gtl,Somerst,7,6,2007,2007,Stone,0.0,PConc,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2007.0,3,954,0,56,0,0,0,0,0,6,2007,248328,12.422505731952896
1242,1243,85.0,10625,Reg,Gtl,NWAmes,7,6,1974,1974,BrkFace,81.0,CBlock,885,168,0,1053,1173,0,0,1173,1,0,2,0,3,1,6,2,1974.0,2,528,0,120,0,0,0,0,0,1,2010,170000,12.043553716032399
1243,1244,107.0,13891,Reg,Gtl,NridgHt,10,5,2006,2006,,103.68526170798899,PConc,1386,0,690,2076,2076,0,0,2076,1,0,2,1,2,1,7,1,2006.0,3,850,216,229,0,0,0,0,0,9,2006,465000,13.049792684569493
1244,1245,70.04995836802665,11435,IR1,Mod,Crawfor,8,7,1929,1950,None,0.0,PConc,0,0,792,792,792,725,0,1517,0,0,1,0,3,1,7,2,1931.0,2,400,0,0,0,0,0,0,0,6,2006,230000,12.345834587905333
1245,1246,78.0,12090,Reg,Gtl,NWAmes,6,7,1984,2003,BrkFace,74.0,CBlock,0,0,585,585,1140,728,0,1868,0,0,3,1,3,1,7,1,1984.0,2,477,268,112,0,0,147,0,0,1,2007,178000,12.089538829274222
1246,1247,65.0,8125,Reg,Gtl,Somerst,7,5,2005,2006,None,0.0,PConc,0,0,756,756,756,797,0,1553,0,0,2,1,3,1,6,0,2005.0,2,615,0,45,0,0,0,0,0,3,2006,186500,12.136186518066006
1247,1248,70.04995836802665,12328,IR1,Gtl,Mitchel,6,5,1976,1976,BrkFace,335.0,CBlock,539,0,473,1012,1034,0,0,1034,1,0,1,0,3,1,6,0,1976.0,3,888,0,0,0,0,0,0,0,5,2010,169900,12.042965307660024
1248,1249,60.0,9600,Reg,Gtl,OldTown,6,5,1917,1950,None,0.0,BrkTil,319,0,416,735,1134,924,0,2058,0,0,1,1,3,1,8,1,1950.0,2,396,0,0,259,0,0,0,0,4,2008,129500,11.771436160121729
1249,1250,60.0,7200,Reg,Gtl,NAmes,5,7,1950,1950,None,0.0,CBlock,534,96,246,876,988,0,0,988,0,0,1,0,3,1,6,0,1950.0,1,276,0,80,0,0,0,0,0,5,2007,119000,11.686878772093667
1250,1251,93.0,11160,Reg,Gtl,NAmes,7,5,1968,1968,None,0.0,CBlock,1065,0,1045,2110,2110,0,0,2110,1,0,2,1,3,1,8,2,1968.0,2,522,0,0,0,0,0,0,0,4,2010,244000,12.404923504275338
1251,1252,70.04995836802665,3136,IR1,Gtl,NridgHt,7,5,2003,2003,Stone,163.0,PConc,0,0,1405,1405,1405,0,0,1405,0,0,2,0,2,1,6,1,2003.0,2,478,148,36,0,0,0,0,0,3,2006,171750,12.053795210084596
1252,1253,62.0,9858,Reg,Gtl,Mitchel,5,6,1968,1968,None,0.0,CBlock,510,0,354,864,874,0,0,874,1,0,1,0,3,1,5,0,1968.0,1,288,33,0,0,0,0,0,600,11,2009,130000,11.77528972943772
1253,1254,70.04995836802665,17542,IR1,Gtl,Veenker,7,7,1974,2003,None,0.0,CBlock,125,1031,36,1192,1516,651,0,2167,1,0,2,1,3,1,9,2,1974.0,2,518,220,47,0,0,0,0,0,7,2007,294000,12.591335046320818
1254,1255,60.0,6931,Reg,Gtl,Edwards,7,5,2003,2004,Stone,92.0,PConc,0,0,746,746,760,896,0,1656,0,0,2,1,3,1,7,1,2003.0,2,397,178,128,0,0,0,0,0,7,2008,165400,12.016122061571728
1255,1256,52.0,6240,Reg,Gtl,BrkSide,6,6,1931,1950,None,0.0,BrkTil,425,0,459,884,959,408,0,1367,0,0,1,0,3,1,6,1,1978.0,1,560,0,0,0,0,120,0,0,11,2007,127500,11.755871643580617
1256,1257,91.0,14303,IR1,Gtl,NoRidge,8,5,1994,1994,BrkFace,554.0,PConc,1314,0,672,1986,1987,0,0,1987,1,0,2,0,2,1,7,1,1994.0,2,691,262,36,0,0,0,0,0,8,2008,301500,12.616525295149378
1257,1258,56.0,4060,Reg,Gtl,Edwards,5,8,1922,1950,None,0.0,PConc,0,0,864,864,864,0,0,864,0,0,1,0,2,1,4,0,1922.0,0,0,0,96,0,0,0,0,0,7,2009,99900,11.511924964636645
1258,1259,59.0,9587,IR1,Gtl,Gilbert,7,5,2005,2005,Stone,182.0,PConc,655,0,201,856,1166,0,0,1166,1,0,2,0,2,1,5,0,2005.0,2,400,212,0,0,0,0,0,0,7,2008,190000,12.154779351142624
1259,1260,65.0,9750,Reg,Gtl,NAmes,6,8,1969,1969,None,0.0,CBlock,602,438,14,1054,1054,0,0,1054,1,0,1,1,3,1,6,0,1969.0,2,460,180,0,0,0,80,0,0,7,2008,151000,11.925035115797062
1260,1261,70.04995836802665,24682,IR3,Gtl,Gilbert,6,5,1999,1999,None,0.0,PConc,0,0,841,841,892,783,0,1675,0,0,2,1,3,1,7,1,1999.0,2,502,0,103,0,0,0,0,0,6,2009,181000,12.106252310247962
1261,1262,80.0,9600,Reg,Gtl,NAmes,5,6,1956,1956,None,0.0,CBlock,504,0,546,1050,1050,0,0,1050,0,0,1,0,2,1,5,0,1956.0,1,338,0,0,0,0,0,0,0,6,2009,128900,11.766792188927278
1262,1263,70.04995836802665,11250,Reg,Gtl,ClearCr,4,5,1957,1989,None,0.0,CBlock,0,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,8,2,1957.0,1,304,120,0,0,0,0,0,0,11,2009,161500,11.992260421644849
1263,1264,60.0,13515,Reg,Gtl,BrkSide,6,6,1919,1950,None,0.0,PConc,0,0,764,764,1060,764,0,1824,0,0,1,0,3,1,8,1,1940.0,2,520,0,0,126,0,0,0,0,7,2007,180500,12.103486056755072
1264,1265,34.0,4060,Reg,Gtl,NAmes,6,5,1998,1999,None,0.0,PConc,266,0,1139,1405,1337,0,0,1337,1,0,2,0,2,1,5,0,1998.0,2,511,144,68,0,0,0,0,0,8,2008,181000,12.106252310247962
1265,1266,35.0,3735,Reg,Gtl,Somerst,7,5,1999,1999,BrkFace,218.0,PConc,450,0,241,691,713,739,0,1452,1,0,2,1,3,1,6,0,1999.0,2,506,0,34,0,0,0,0,0,3,2006,183900,12.122147410592412
1266,1267,60.0,10120,IR1,Gtl,OldTown,7,4,1910,1950,None,0.0,CBlock,0,0,925,925,964,925,0,1889,0,0,1,1,4,2,9,1,1960.0,1,308,0,0,264,0,0,0,0,1,2007,122000,11.711776323715394
1267,1268,89.0,13214,IR1,Gtl,Timber,9,5,2008,2009,None,0.0,PConc,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,2009.0,3,746,144,76,0,0,0,0,0,5,2010,378500,12.84397135185964
1268,1269,70.04995836802665,14100,IR1,Mod,Crawfor,8,9,1935,1997,BrkFace,632.0,CBlock,192,0,536,728,1968,1479,0,3447,0,0,3,1,4,1,11,2,1982.0,3,1014,314,12,0,0,0,0,0,5,2008,381000,12.850554654108839
1269,1270,78.0,11344,Reg,Gtl,NAmes,5,5,1958,1958,BrkFace,180.0,CBlock,460,0,414,874,874,650,0,1524,0,0,1,1,3,1,7,0,1958.0,1,315,0,0,0,0,0,0,0,7,2007,144000,11.877568578558138
1270,1271,70.04995836802665,23595,Reg,Sev,ClearCr,7,6,1979,1979,None,0.0,PConc,1258,0,74,1332,1332,192,0,1524,2,0,0,1,0,1,4,1,1979.0,2,586,268,0,0,0,0,0,0,4,2010,260000,12.468436909997665
1271,1272,70.04995836802665,9156,IR1,Gtl,NWAmes,6,7,1968,1968,None,0.0,CBlock,0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,7,1,1968.0,2,462,0,0,0,0,0,0,0,8,2009,185750,12.132156962580005
1272,1273,70.04995836802665,13526,IR1,Gtl,Sawyer,5,6,1965,1965,BrkFace,114.0,CBlock,560,375,0,935,935,0,0,935,1,0,1,0,3,1,5,0,1965.0,1,288,180,0,0,0,0,0,0,11,2006,137000,11.827736204810263
1273,1274,124.0,11512,IR1,Gtl,Edwards,6,7,1959,2006,BrkFace,84.0,CBlock,719,0,300,1019,1357,0,0,1357,1,0,1,0,2,1,5,1,1959.0,1,312,0,0,0,0,163,0,0,5,2008,177000,12.083905011555967
1274,1275,53.0,5362,Reg,Gtl,Crawfor,5,6,1910,2003,None,0.0,PConc,0,0,661,661,661,589,0,1250,0,0,2,0,3,1,8,1,1985.0,2,552,242,0,81,0,0,0,0,11,2007,139000,11.842229212112828
1275,1276,95.0,11345,Reg,Gtl,NAmes,5,5,1948,1950,Stone,567.0,CBlock,220,0,708,928,928,992,0,1920,0,0,2,0,4,2,10,0,1948.0,2,400,0,0,0,0,0,0,0,7,2007,137000,11.827736204810263
1276,1277,70.04995836802665,12936,IR1,Gtl,NWAmes,6,6,1972,1972,None,0.0,CBlock,593,0,130,723,735,660,0,1395,0,1,1,1,3,1,6,1,1972.0,2,497,294,116,0,0,0,0,0,12,2009,162000,11.99535161421452
1277,1278,70.04995836802665,17871,IR1,Gtl,NWAmes,6,5,1967,1976,BrkFace,359.0,CBlock,528,0,1152,1680,1724,0,0,1724,1,0,1,1,3,1,7,1,1967.0,2,480,0,0,0,0,0,0,0,6,2009,197900,12.195517131590657
1278,1279,75.0,9473,Reg,Gtl,CollgCr,8,5,2002,2002,,103.68526170798899,PConc,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2002.0,2,577,0,211,0,0,0,0,0,3,2008,237000,12.375815420117268
1279,1280,60.0,7500,Reg,Gtl,IDOTRR,4,4,1920,1950,None,0.0,CBlock,0,0,698,698,698,430,0,1128,0,0,1,0,2,1,6,0,1980.0,2,528,30,0,164,0,0,0,0,4,2010,68400,11.133128103610641
1280,1281,67.0,9808,IR1,Gtl,CollgCr,7,5,2002,2002,BrkFace,110.0,PConc,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2002.0,2,544,0,72,0,0,0,0,0,3,2009,227000,12.332705296463539
1281,1282,50.0,8049,IR1,Gtl,Timber,7,5,1990,1990,BrkFace,54.0,CBlock,1053,0,256,1309,1339,0,0,1339,1,0,2,0,2,1,6,1,1990.0,2,484,0,58,0,0,90,0,0,7,2006,180000,12.100712129872347
1282,1283,61.0,8800,IR1,Gtl,CollgCr,5,7,1977,2008,None,0.0,CBlock,532,144,364,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,1977.0,2,484,0,0,0,0,288,0,0,9,2009,150500,11.921718363171067
1283,1284,94.0,9400,Reg,Gtl,Mitchel,6,5,1971,1971,None,0.0,CBlock,0,0,912,912,912,912,0,1824,0,0,2,2,4,2,8,0,1971.0,0,0,128,0,0,0,0,0,0,4,2010,139000,11.842229212112828
1284,1285,50.0,9638,Reg,Gtl,SWISU,6,7,1919,1990,None,0.0,PConc,0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1969.0,1,336,272,0,42,0,116,0,0,3,2010,169000,12.037653993905211
1285,1286,50.0,6000,Reg,Gtl,BrkSide,6,6,1939,1950,None,0.0,CBlock,0,0,780,780,825,587,0,1412,0,0,1,0,4,1,6,1,1939.0,1,280,45,0,0,0,0,0,0,5,2009,132500,11.794337924408413
1286,1287,70.04995836802665,9790,Reg,Gtl,NWAmes,6,5,1963,1963,BrkFace,451.0,CBlock,569,81,678,1328,1328,0,0,1328,1,0,1,1,3,1,6,2,1963.0,2,528,0,26,0,0,0,0,0,6,2010,143000,11.870599909242044
1287,1288,70.04995836802665,36500,IR1,Mod,ClearCr,5,5,1964,1964,BrkCmn,621.0,CBlock,812,0,812,1624,1582,0,0,1582,0,1,2,0,4,1,7,0,1964.0,2,390,168,198,0,0,0,0,0,6,2006,190000,12.154779351142624
1288,1289,40.0,5664,IR1,Gtl,StoneBr,8,5,2000,2000,None,0.0,PConc,1158,0,343,1501,1659,0,0,1659,1,0,2,0,2,1,5,1,2000.0,2,499,212,59,0,0,0,0,0,10,2009,278000,12.535376392672774
1289,1290,86.0,11065,IR1,Gtl,NridgHt,8,5,2006,2006,Stone,788.0,PConc,0,0,1085,1085,1120,850,0,1970,0,0,2,1,3,1,8,1,2006.0,3,753,177,74,0,0,0,0,0,10,2006,281000,12.546109948315882
1290,1291,70.04995836802665,14112,IR1,Gtl,NAmes,5,7,1964,1964,BrkFace,86.0,PConc,1014,0,138,1152,1152,0,0,1152,1,0,1,0,3,1,6,1,1964.0,2,484,227,0,0,0,0,0,0,4,2010,180500,12.103486056755072
1291,1292,21.0,1680,Reg,Gtl,BrDale,5,7,1972,1972,BrkFace,268.0,CBlock,231,0,399,630,630,672,0,1302,0,0,2,1,3,1,6,0,1972.0,1,264,185,0,0,0,0,0,0,2,2009,119500,11.691071650353702
1292,1293,60.0,6600,Reg,Gtl,OldTown,5,4,1892,1965,None,0.0,Stone,0,0,994,994,1378,994,0,2372,0,0,2,0,4,2,11,0,1985.0,1,432,0,287,0,0,0,0,0,12,2009,107500,11.585246126549855
1293,1294,78.0,10140,Reg,Gtl,NWAmes,7,5,1976,1976,None,0.0,PConc,194,0,638,832,832,832,0,1664,0,0,2,1,4,1,8,1,1976.0,2,528,0,28,0,0,259,0,0,3,2006,162900,12.000891794590137
1294,1295,60.0,8172,Reg,Gtl,Edwards,5,7,1955,1990,None,0.0,CBlock,167,0,697,864,864,0,0,864,1,0,1,0,2,1,5,0,1957.0,2,572,0,0,0,0,0,0,0,4,2006,115000,11.652687407345388
1295,1296,70.0,8400,Reg,Gtl,NAmes,5,5,1968,1968,BrkFace,168.0,CBlock,1016,0,36,1052,1052,0,0,1052,1,0,1,1,3,1,5,0,1968.0,1,288,356,0,0,0,0,0,0,11,2006,138500,11.83862560460953
1296,1297,80.0,8700,Reg,Gtl,NAmes,5,6,1963,1963,BrkFace,148.0,CBlock,776,0,344,1120,1128,0,0,1128,1,0,2,0,3,1,6,0,1963.0,2,525,192,20,123,0,0,0,0,12,2008,155000,11.951180395901384
1297,1298,35.0,3675,Reg,Gtl,Edwards,6,5,2005,2006,BrkFace,82.0,PConc,547,0,0,547,1072,0,0,1072,1,0,2,0,2,1,5,0,2005.0,2,525,0,44,0,0,0,0,0,6,2006,140000,11.84939770159144
1299,1300,75.0,7500,Reg,Gtl,NAmes,5,7,1959,1994,None,0.0,CBlock,340,906,0,1246,1246,0,0,1246,1,0,1,1,3,1,6,0,1959.0,1,305,218,0,0,0,0,0,0,5,2010,154000,11.944707881395766
1300,1301,70.04995836802665,10762,IR1,Gtl,Gilbert,7,5,1999,1999,None,344.0,PConc,694,0,284,978,1005,978,0,1983,0,0,2,1,3,1,9,1,1999.0,2,490,0,0,0,0,0,0,0,5,2009,225000,12.323855681186558
1301,1302,70.04995836802665,7500,IR1,Gtl,Crawfor,6,7,1942,1950,None,0.0,CBlock,547,0,224,771,753,741,0,1494,0,0,1,0,3,1,7,2,1942.0,1,213,0,0,0,0,224,0,0,11,2009,177500,12.086725887897607
1302,1303,92.0,10120,Reg,Gtl,NoRidge,8,5,1994,1994,BrkFace,391.0,PConc,740,0,425,1165,1203,1323,0,2526,1,0,2,1,4,1,8,1,1994.0,3,844,309,78,0,0,0,0,0,12,2006,290000,12.577636201962656
1303,1304,73.0,8688,Reg,Gtl,Somerst,7,5,2005,2005,BrkFace,228.0,PConc,0,0,1616,1616,1616,0,0,1616,0,0,2,0,3,1,7,0,2005.0,3,834,208,59,0,0,0,0,0,4,2006,232000,12.354492650648448
1304,1305,32.0,3363,Reg,Gtl,Edwards,7,5,2004,2004,Stone,117.0,PConc,0,0,976,976,976,732,0,1708,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,0,0,0,0,4,2006,130000,11.77528972943772
1305,1306,108.0,13173,IR1,Gtl,NridgHt,9,5,2006,2007,Stone,300.0,PConc,1572,0,80,1652,1652,0,0,1652,1,0,2,0,2,1,6,2,2006.0,2,840,404,102,0,0,0,0,0,11,2009,325000,12.691580461311874
1306,1307,48.0,6955,IR1,Gtl,NridgHt,7,5,2005,2006,Stone,94.0,PConc,0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2005.0,2,474,132,35,0,0,0,0,0,9,2006,202500,12.218495165528731
